"Client","Project","Service Request","Sample","Lab Code","Sample Type","Date Collected","Date Received","Date Extracted","Date Analyzed","Extraction Method","Method","Matrix","Basis","Units","Component","Dilution Factor","Reporting Limit","Detection Limit","Result","Result Notes","Spike Concentration","Percent Recovery","Acceptance Limits","Average","RPD","Retention Time","Regulatory Limit"
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 44-MOUTH OF KILLEY RIVER","K2405043-019","SMPL","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","20","6","9420","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 44-MOUTH OF KILLEY RIVER","K2405043-019","SMPL","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.10","0.05","0.76","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 44-MOUTH OF KILLEY RIVER","K2405043-019","SMPL","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.0","0.3","454","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 44-MOUTH OF KILLEY RIVER","K2405043-019","SMPL","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","10","2","1610","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 44-MOUTH OF KILLEY RIVER","K2405043-019","SMPL","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.0","0.5","0.5","=,J","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 50-SKILAK LAKE OUTFLOW","K2405043-020","SMPL","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","20","6","11800","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 50-SKILAK LAKE OUTFLOW","K2405043-020","SMPL","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.10","0.05","0.68","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 50-SKILAK LAKE OUTFLOW","K2405043-020","SMPL","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.0","0.3","201","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 50-SKILAK LAKE OUTFLOW","K2405043-020","SMPL","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","10","2","996","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 50-SKILAK LAKE OUTFLOW","K2405043-020","SMPL","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.0","0.5","0.8","=,J","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 70-JIM'S LANDING","K2405043-021","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","20","6","15400","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 70-JIM'S LANDING","K2405043-021","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.10","0.05","0.85","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 70-JIM'S LANDING","K2405043-021","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.0","0.3","151","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 70-JIM'S LANDING","K2405043-021","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","10","2","1270","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 70-JIM'S LANDING","K2405043-021","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.0","0.5","1.2","=,J","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 74-RUSSIAN RIVER","K2405043-022","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","20","6","15500","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 74-RUSSIAN RIVER","K2405043-022","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.10","0.05","0.45","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 74-RUSSIAN RIVER","K2405043-022","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.0","0.3","55.6","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 74-RUSSIAN RIVER","K2405043-022","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","10","2","1040","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 74-RUSSIAN RIVER","K2405043-022","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.0","0.5","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 82-KENAI LAKE BRIDGE","K2405043-023","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","20","6","15800","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 82-KENAI LAKE BRIDGE","K2405043-023","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.10","0.05","0.77","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 82-KENAI LAKE BRIDGE","K2405043-023","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.0","0.3","163","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 82-KENAI LAKE BRIDGE","K2405043-023","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","10","2","1290","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 82-KENAI LAKE BRIDGE","K2405043-023","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.0","0.5","0.9","=,J","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 79.5-JUNEAU CREEK","K2405043-024","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","20","6","14900","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 79.5-JUNEAU CREEK","K2405043-024","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.10","0.05","0.76","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 79.5-JUNEAU CREEK","K2405043-024","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.0","0.3","114","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 79.5-JUNEAU CREEK","K2405043-024","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","10","2","1220","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 79.5-JUNEAU CREEK","K2405043-024","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.0","0.5","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 6.5-CUNNINGHAM PARK-FB","K2405043-025","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","20","6","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 6.5-CUNNINGHAM PARK-FB","K2405043-025","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.10","0.05","0.08","=,J","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 6.5-CUNNINGHAM PARK-FB","K2405043-025","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.0","0.3","1.7","=,J","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 6.5-CUNNINGHAM PARK-FB","K2405043-025","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","10","2","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 6.5-CUNNINGHAM PARK-FB","K2405043-025","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.0","0.5","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 30-FUNNY RIVER-FB","K2405043-026","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","20","6","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 30-FUNNY RIVER-FB","K2405043-026","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.10","0.05","0.15","=","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 30-FUNNY RIVER-FB","K2405043-026","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.0","0.3","0.7","=,J","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 30-FUNNY RIVER-FB","K2405043-026","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","10","2","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 30-FUNNY RIVER-FB","K2405043-026","SMPL","05/08/2024","05/15/2024","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.0","0.5","0.6","=,J","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","METHOD BLANK","KQ2407452-01","MB1","NA","NA","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","20","6","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","METHOD BLANK","KQ2407452-01","MB1","NA","NA","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.10","0.05","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","METHOD BLANK","KQ2407452-01","MB1","NA","NA","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.0","0.3","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","METHOD BLANK","KQ2407452-01","MB1","NA","NA","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","10","2","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","METHOD BLANK","KQ2407452-01","MB1","NA","NA","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.0","0.5","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","METHOD BLANK","KQ2407453-01","MB1","NA","NA","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","20","6","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","METHOD BLANK","KQ2407453-01","MB1","NA","NA","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.10","0.05","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","METHOD BLANK","KQ2407453-01","MB1","NA","NA","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.0","0.3","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","METHOD BLANK","KQ2407453-01","MB1","NA","NA","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","10","2","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","METHOD BLANK","KQ2407453-01","MB1","NA","NA","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.0","0.5","ND","ND","","","","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","LAB CONTROL SAMPLE","KQ2407452-02","LCS1","NA","NA","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","21","6","10000","=","10300","98","85-115","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","LAB CONTROL SAMPLE","KQ2407452-02","LCS1","NA","NA","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.11","0.05","12.6","=","12.5","101","85-115","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","LAB CONTROL SAMPLE","KQ2407452-02","LCS1","NA","NA","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.1","0.3","47.3","=","50.0","95","85-115","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","LAB CONTROL SAMPLE","KQ2407452-02","LCS1","NA","NA","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","11","2","10200","=","10300","100","85-115","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","LAB CONTROL SAMPLE","KQ2407452-02","LCS1","NA","NA","05/20/2024","05/30/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.1","0.5","24.8","=","25.0","99","85-115","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","LAB CONTROL SAMPLE","KQ2407453-02","LCS1","NA","NA","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","21","6","10700","=","10300","104","85-115","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","LAB CONTROL SAMPLE","KQ2407453-02","LCS1","NA","NA","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.10","0.05","13.3","=","12.5","106","85-115","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","LAB CONTROL SAMPLE","KQ2407453-02","LCS1","NA","NA","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.1","0.3","49.8","=","50.0","100","85-115","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","LAB CONTROL SAMPLE","KQ2407453-02","LCS1","NA","NA","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","10","2","11000","=","10300","107","85-115","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","LAB CONTROL SAMPLE","KQ2407453-02","LCS1","NA","NA","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.1","0.5","26.3","=","25.0","105","85-115","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK","KQ2407453-03","DUP1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","20","6","6580","=","","","","6570","<1","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK","KQ2407453-03","DUP1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.10","0.05","0.95","=","","","","0.96","1","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK","KQ2407453-03","DUP1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.0","0.3","4880","=","","","","4870","<1","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK","KQ2407453-03","DUP1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","10","2","5160","=","","","","5190","<1","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK","KQ2407453-03","DUP1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.0","0.5","4.2","=","","","","4.3","2","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK-DUP","KQ2407453-05","DUP1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","20","6","6550","=","","","","6520","<1","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK-DUP","KQ2407453-05","DUP1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.10","0.05","1.02","=","","","","1.03","2","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK-DUP","KQ2407453-05","DUP1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.0","0.3","5280","=","","","","5280","<1","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK-DUP","KQ2407453-05","DUP1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","10","2","5240","=","","","","5270","<1","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK-DUP","KQ2407453-05","DUP1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.0","0.5","5.0","=","","","","4.9","4","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK","KQ2407453-04","MS1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","21","6","16600","=","10300","98","70-130","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK","KQ2407453-04","MS1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.10","0.05","13.8","=","12.5","103","70-130","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK","KQ2407453-04","MS1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.1","0.3","4840","=,#","50.0","-25","70-130","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK","KQ2407453-04","MS1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","10","2","15700","=","10300","102","70-130","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK","KQ2407453-04","MS1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.1","0.5","29.6","=","25.0","101","70-130","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK-DUP","KQ2407453-06","MS1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Calcium, Total","1","21","6","17100","=","10300","103","70-130","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK-DUP","KQ2407453-06","MS1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Copper, Total","1","0.10","0.05","14.1","=","12.5","104","70-130","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK-DUP","KQ2407453-06","MS1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Iron, Total","1","2.1","0.3","5310","=,#","50.0","73","70-130","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK-DUP","KQ2407453-06","MS1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Magnesium, Total","1","10","2","16100","=","10300","106","70-130","","","",""
"SGS North America - AK (SGS Environmental)","1242017","K2405043","RM 0-NO NAME CREEK-DUP","KQ2407453-06","MS1","05/08/2024","05/15/2024","05/20/2024","05/29/2024","EPA CLP ILM04.0","200.8","Water","NA","UG/L","Zinc, Total","1","2.1","0.5","30.3","=","25.0","102","70-130","","","",""
