"project_id","sample_id","matrix","collect_date","lab_sample_id","sample_type","rec_date","anl_batch","prp_batch","extraction_code","extracted_date","analyte","cas_number","analyte_flag","analytical_method","result","resultflag","repdl","limit_definition","units","analytical_cut","initial_wt_vol","final_vol","amount_spiked","percent_recovered","rec_limit_low","rec_limit_high","initial_conc","sample_rpd","rpd_limit_low","rpd_limit_high","rep_sig_digs","allowable_limit","dissolved","analysis_group","method_order","analyte_order","loq","lod","dl","sdg","collect_time","rec_time","run_date","run_time","result_sample_fraction","epa_analysis_id","context_code","monitoring_location_id","sample_condition"
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819386","CB",2025-05-05,"MMS12669",NA,NA,NA,"Cadmium","7440-43-9","N","200.8",0,"U",0.15,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,7,0.2,0.15,0.06,"1251731",NA,10:22:00,2025-05-02,19:19:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819386","CB",2025-05-05,"MMS12669",NA,NA,NA,"Calcium","7440-70-2","N","200.8",0,"U",150,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,8,200,150,60,"1251731",NA,10:22:00,2025-05-02,19:19:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819386","CB",2025-05-05,"MMS12669",NA,NA,NA,"Chromium","7440-47-3","N","200.8",0,"U",1.5,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,9,2,1.5,1,"1251731",NA,10:22:00,2025-05-02,19:19:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819386","CB",2025-05-05,"MMS12669",NA,NA,NA,"Copper","7440-50-8","N","200.8",0,"U",0.9,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,11,1.2,0.9,0.4,"1251731",NA,10:22:00,2025-05-02,19:19:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819386","CB",2025-05-05,"MMS12669",NA,NA,NA,"Iron","7439-89-6","N","200.8",0,"U",75,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,12,100,75,31.2,"1251731",NA,10:22:00,2025-05-02,19:19:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819386","CB",2025-05-05,"MMS12669",NA,NA,NA,"Lead","7439-92-1","N","200.8",0,"U",0.6,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,13,0.8,0.6,0.2,"1251731",NA,10:22:00,2025-05-02,19:19:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819386","CB",2025-05-05,"MMS12669",NA,NA,NA,"Magnesium","7439-95-4","N","200.8",0,"U",15,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,14,20,15,6,"1251731",NA,10:22:00,2025-05-02,19:19:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819386","CB",2025-05-05,"MMS12669",NA,NA,NA,"Zinc","7440-66-6","N","200.8",0,"U",3,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,32,4,3,1.24,"1251731",NA,10:22:00,2025-05-02,19:19:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819388","CB",2025-05-05,"MMS12669",NA,NA,NA,"Arsenic","7440-38-2","N","200.8",0,"U",1.5,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,3,2,1.5,0.6,"1251731",NA,10:22:00,2025-05-02,19:55:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819388","CB",2025-05-05,"MMS12669",NA,NA,NA,"Cadmium","7440-43-9","N","200.8",0,"U",0.15,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,7,0.2,0.15,0.06,"1251731",NA,10:22:00,2025-05-02,19:55:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819388","CB",2025-05-05,"MMS12669",NA,NA,NA,"Calcium","7440-70-2","N","200.8",0,"U",150,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,8,200,150,60,"1251731",NA,10:22:00,2025-05-02,19:55:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819388","CB",2025-05-05,"MMS12669",NA,NA,NA,"Chromium","7440-47-3","N","200.8",0,"U",1.5,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,9,2,1.5,1,"1251731",NA,10:22:00,2025-05-02,19:55:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819388","CB",2025-05-05,"MMS12669",NA,NA,NA,"Copper","7440-50-8","N","200.8",0,"U",0.9,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,11,1.2,0.9,0.4,"1251731",NA,10:22:00,2025-05-02,19:55:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819388","CB",2025-05-05,"MMS12669",NA,NA,NA,"Iron","7439-89-6","N","200.8",0,"U",75,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,12,100,75,31.2,"1251731",NA,10:22:00,2025-05-02,19:55:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819388","CB",2025-05-05,"MMS12669",NA,NA,NA,"Lead","7439-92-1","N","200.8",0,"U",0.6,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,13,0.8,0.6,0.2,"1251731",NA,10:22:00,2025-05-02,19:55:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819388","CB",2025-05-05,"MMS12669",NA,NA,NA,"Magnesium","7439-95-4","N","200.8",0,"U",15,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,14,20,15,6,"1251731",NA,10:22:00,2025-05-02,19:55:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819388","CB",2025-05-05,"MMS12669",NA,NA,NA,"Zinc","7440-66-6","N","200.8",0,"U",3,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,32,4,3,1.24,"1251731",NA,10:22:00,2025-05-02,19:55:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819390","CB",2025-05-05,"MMS12669",NA,NA,NA,"Arsenic","7440-38-2","N","200.8",0,"U",1.5,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,3,2,1.5,0.6,"1251731",NA,10:22:00,2025-05-02,20:13:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819390","CB",2025-05-05,"MMS12669",NA,NA,NA,"Cadmium","7440-43-9","N","200.8",0,"U",0.15,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,7,0.2,0.15,0.06,"1251731",NA,10:22:00,2025-05-02,20:13:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819390","CB",2025-05-05,"MMS12669",NA,NA,NA,"Calcium","7440-70-2","N","200.8",0,"U",150,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,8,200,150,60,"1251731",NA,10:22:00,2025-05-02,20:13:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819390","CB",2025-05-05,"MMS12669",NA,NA,NA,"Chromium","7440-47-3","N","200.8",0,"U",1.5,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,9,2,1.5,1,"1251731",NA,10:22:00,2025-05-02,20:13:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819390","CB",2025-05-05,"MMS12669",NA,NA,NA,"Copper","7440-50-8","N","200.8",0,"U",0.9,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,11,1.2,0.9,0.4,"1251731",NA,10:22:00,2025-05-02,20:13:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819390","CB",2025-05-05,"MMS12669",NA,NA,NA,"Iron","7439-89-6","N","200.8",0,"U",75,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,12,100,75,31.2,"1251731",NA,10:22:00,2025-05-02,20:13:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819390","CB",2025-05-05,"MMS12669",NA,NA,NA,"Lead","7439-92-1","N","200.8",0,"U",0.6,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,13,0.8,0.6,0.2,"1251731",NA,10:22:00,2025-05-02,20:13:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819390","CB",2025-05-05,"MMS12669",NA,NA,NA,"Magnesium","7439-95-4","N","200.8",0,"U",15,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,14,20,15,6,"1251731",NA,10:22:00,2025-05-02,20:13:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911245 (MMS/12669)","1",NA,"1819390","CB",2025-05-05,"MMS12669",NA,NA,NA,"Zinc","7440-66-6","N","200.8",0,"U",3,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,32,4,3,1.24,"1251731",NA,10:22:00,2025-05-02,20:13:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911340 [WDA/6003]","1",NA,"1819802","CB",2025-05-07,"WDA6003",NA,NA,NA,"Total Phosphorus","Total Phosph.","N","SM21 4500P-B,E",0,"U",0.03,"LOD","mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"T","Waters Department",20,266,0.04,0.03,0.012,"1251731",NA,11:29:00,2025-05-07,09:28:00,NA,"4500-P-E","APHA",NA,NA
NA,"CB for HBN 1911340 [WDA/6003]","1",NA,"1819804","CB",2025-05-07,"WDA6003",NA,NA,NA,"Total Phosphorus","Total Phosph.","N","SM21 4500P-B,E",0,"U",0.03,"LOD","mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"T","Waters Department",20,266,0.04,0.03,0.012,"1251731",NA,11:29:00,2025-05-07,09:40:00,NA,"4500-P-E","APHA",NA,NA
NA,"CB for HBN 1911340 [WDA/6003]","1",NA,"1819806","CB",2025-05-07,"WDA6003",NA,NA,NA,"Total Phosphorus","Total Phosph.","N","SM21 4500P-B,E",0,"U",0.03,"LOD","mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"T","Waters Department",20,266,0.04,0.03,0.012,"1251731",NA,11:30:00,2025-05-07,09:52:00,NA,"4500-P-E","APHA",NA,NA
NA,"CB for HBN 1911340 [WDA/6003]","1",NA,"1819808","CB",2025-05-07,"WDA6003",NA,NA,NA,"Total Phosphorus","Total Phosph.","N","SM21 4500P-B,E",0,"U",0.03,"LOD","mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"T","Waters Department",20,266,0.04,0.03,0.012,"1251731",NA,11:30:00,2025-05-07,10:03:00,NA,"4500-P-E","APHA",NA,NA
NA,"CB for HBN 1911340 [WDA/6003]","1",NA,"1819810","CB",2025-05-07,"WDA6003",NA,NA,NA,"Total Phosphorus","Total Phosph.","N","SM21 4500P-B,E",0,"U",0.03,"LOD","mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"T","Waters Department",20,266,0.04,0.03,0.012,"1251731",NA,11:30:00,2025-05-07,10:08:00,NA,"4500-P-E","APHA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820093","CB",2025-05-09,"MMS12675",NA,NA,NA,"Arsenic","7440-38-2","N","200.8",0,"U",1.5,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,3,2,1.5,0.6,"1251731",NA,08:50:00,2025-05-08,10:43:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820093","CB",2025-05-09,"MMS12675",NA,NA,NA,"Cadmium","7440-43-9","N","200.8",0,"U",0.15,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,7,0.2,0.15,0.06,"1251731",NA,08:50:00,2025-05-08,10:43:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820093","CB",2025-05-09,"MMS12675",NA,NA,NA,"Chromium","7440-47-3","N","200.8",0,"U",1.5,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,9,2,1.5,1,"1251731",NA,08:50:00,2025-05-08,10:43:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820093","CB",2025-05-09,"MMS12675",NA,NA,NA,"Copper","7440-50-8","N","200.8",0,"U",0.9,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,11,1.2,0.9,0.4,"1251731",NA,08:50:00,2025-05-08,10:43:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820093","CB",2025-05-09,"MMS12675",NA,NA,NA,"Lead","7439-92-1","N","200.8",0,"U",0.6,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,13,0.8,0.6,0.2,"1251731",NA,08:50:00,2025-05-08,10:43:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820093","CB",2025-05-09,"MMS12675",NA,NA,NA,"Zinc","7440-66-6","N","200.8",0,"U",3,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,32,4,3,1.24,"1251731",NA,08:50:00,2025-05-08,10:43:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820095","CB",2025-05-09,"MMS12675",NA,NA,NA,"Arsenic","7440-38-2","N","200.8",0,"U",1.5,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,3,2,1.5,0.6,"1251731",NA,08:54:00,2025-05-08,11:20:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820095","CB",2025-05-09,"MMS12675",NA,NA,NA,"Cadmium","7440-43-9","N","200.8",0,"U",0.15,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,7,0.2,0.15,0.06,"1251731",NA,08:54:00,2025-05-08,11:20:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820095","CB",2025-05-09,"MMS12675",NA,NA,NA,"Chromium","7440-47-3","N","200.8",0,"U",1.5,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,9,2,1.5,1,"1251731",NA,08:54:00,2025-05-08,11:20:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820095","CB",2025-05-09,"MMS12675",NA,NA,NA,"Copper","7440-50-8","N","200.8",0,"U",0.9,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,11,1.2,0.9,0.4,"1251731",NA,08:54:00,2025-05-08,11:20:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820095","CB",2025-05-09,"MMS12675",NA,NA,NA,"Lead","7439-92-1","N","200.8",0,"U",0.6,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,13,0.8,0.6,0.2,"1251731",NA,08:54:00,2025-05-08,11:20:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820095","CB",2025-05-09,"MMS12675",NA,NA,NA,"Zinc","7440-66-6","N","200.8",0,"U",3,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,32,4,3,1.24,"1251731",NA,08:54:00,2025-05-08,11:20:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820097","CB",2025-05-09,"MMS12675",NA,NA,NA,"Arsenic","7440-38-2","N","200.8",0,"U",1.5,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,3,2,1.5,0.6,"1251731",NA,08:54:00,2025-05-08,11:53:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820097","CB",2025-05-09,"MMS12675",NA,NA,NA,"Cadmium","7440-43-9","N","200.8",0,"U",0.15,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,7,0.2,0.15,0.06,"1251731",NA,08:54:00,2025-05-08,11:53:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820097","CB",2025-05-09,"MMS12675",NA,NA,NA,"Chromium","7440-47-3","N","200.8",0,"U",1.5,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,9,2,1.5,1,"1251731",NA,08:54:00,2025-05-08,11:53:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820097","CB",2025-05-09,"MMS12675",NA,NA,NA,"Copper","7440-50-8","N","200.8",0,"U",0.9,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,11,1.2,0.9,0.4,"1251731",NA,08:54:00,2025-05-08,11:53:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820097","CB",2025-05-09,"MMS12675",NA,NA,NA,"Lead","7439-92-1","N","200.8",0,"U",0.6,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,13,0.8,0.6,0.2,"1251731",NA,08:54:00,2025-05-08,11:53:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911433 (MMS/12675)","1",NA,"1820097","CB",2025-05-09,"MMS12675",NA,NA,NA,"Zinc","7440-66-6","N","200.8",0,"U",3,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,32,4,3,1.24,"1251731",NA,08:54:00,2025-05-08,11:53:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1911706 [WDA/6007]","1",NA,"1820636","CB",2025-05-13,"WDA6007",NA,NA,NA,"Total Phosphorus","Total Phosph.","N","SM21 4500P-B,E",0,"U",0.03,"LOD","mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"T","Waters Department",20,266,0.04,0.03,0.012,"1251731",NA,11:13:00,2025-05-13,10:57:00,NA,"4500-P-E","APHA",NA,NA
NA,"CB for HBN 1911780 (WFI/3187)","1",NA,"1821059","CB",2025-05-15,"WFI3187",NA,NA,NA,NA,"Nitrate","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,9,0.1,0.075,0.025,"1251731",NA,11:27:00,2025-05-14,14:09:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1911780 (WFI/3187)","1",NA,"1821059","CB",2025-05-15,"WFI3187",NA,NA,NA,NA,"Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,10,0.1,0.075,0.025,"1251731",NA,11:27:00,2025-05-14,14:09:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1911780 (WFI/3187)","1",NA,"1821059","CB",2025-05-15,"WFI3187",NA,NA,NA,"Total Nitrate/Nitrite-N","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,11,0.1,0.075,0.025,"1251731",NA,11:27:00,2025-05-14,14:09:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1911780 (WFI/3187)","1",NA,"1821061","CB",2025-05-15,"WFI3187",NA,NA,NA,NA,"Nitrate","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,9,0.1,0.075,0.025,"1251731",NA,11:27:00,2025-05-14,14:32:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1911780 (WFI/3187)","1",NA,"1821061","CB",2025-05-15,"WFI3187",NA,NA,NA,NA,"Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,10,0.1,0.075,0.025,"1251731",NA,11:27:00,2025-05-14,14:32:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1911780 (WFI/3187)","1",NA,"1821061","CB",2025-05-15,"WFI3187",NA,NA,NA,"Total Nitrate/Nitrite-N","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,11,0.1,0.075,0.025,"1251731",NA,11:27:00,2025-05-14,14:32:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1911780 (WFI/3187)","1",NA,"1821063","CB",2025-05-15,"WFI3187",NA,NA,NA,NA,"Nitrate","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,9,0.1,0.075,0.025,"1251731",NA,11:27:00,2025-05-14,14:42:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1911780 (WFI/3187)","1",NA,"1821063","CB",2025-05-15,"WFI3187",NA,NA,NA,NA,"Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,10,0.1,0.075,0.025,"1251731",NA,11:27:00,2025-05-14,14:42:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1911780 (WFI/3187)","1",NA,"1821063","CB",2025-05-15,"WFI3187",NA,NA,NA,"Total Nitrate/Nitrite-N","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,11,0.1,0.075,0.025,"1251731",NA,11:27:00,2025-05-14,14:42:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1911780 (WFI/3187)","1",NA,"1821065","CB",2025-05-15,"WFI3187",NA,NA,NA,NA,"Nitrate","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,9,0.1,0.075,0.025,"1251731",NA,11:27:00,2025-05-14,15:05:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1911780 (WFI/3187)","1",NA,"1821065","CB",2025-05-15,"WFI3187",NA,NA,NA,NA,"Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,10,0.1,0.075,0.025,"1251731",NA,11:27:00,2025-05-14,15:05:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1911780 (WFI/3187)","1",NA,"1821065","CB",2025-05-15,"WFI3187",NA,NA,NA,"Total Nitrate/Nitrite-N","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,11,0.1,0.075,0.025,"1251731",NA,11:27:00,2025-05-14,15:05:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1911780 (WFI/3187)","1",NA,"1821067","CB",2025-05-15,"WFI3187",NA,NA,NA,NA,"Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,10,0.1,0.075,0.025,"1251731",NA,11:27:00,2025-05-14,15:28:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1911780 (WFI/3187)","1",NA,"1821069","CB",2025-05-15,"WFI3187",NA,NA,NA,NA,"Nitrate","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,9,0.1,0.075,0.025,"1251731",NA,11:27:00,2025-05-14,15:51:00,NA,"4500-NO3(F)","APHA",NA,NA
