"project_id","sample_id","matrix","collect_date","lab_sample_id","sample_type","rec_date","anl_batch","prp_batch","extraction_code","extracted_date","analyte","cas_number","analyte_flag","analytical_method","result","resultflag","repdl","limit_definition","units","analytical_cut","initial_wt_vol","final_vol","amount_spiked","percent_recovered","rec_limit_low","rec_limit_high","initial_conc","sample_rpd","rpd_limit_low","rpd_limit_high","rep_sig_digs","allowable_limit","dissolved","analysis_group","method_order","analyte_order","loq","lod","dl","sdg","collect_time","rec_time","run_date","run_time","result_sample_fraction","epa_analysis_id","context_code","monitoring_location_id","sample_condition"
NA,"CB for HBN 1915412 (MMS/12785)","1",NA,"1835972","CB",2025-07-30,"MMS12785",NA,NA,NA,"Chromium","7440-47-3","N","200.8",0,"U",1.5,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,9,2,1.5,1,"1253728",NA,13:50:00,2025-07-29,15:14:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1915412 (MMS/12785)","1",NA,"1835972","CB",2025-07-30,"MMS12785",NA,NA,NA,"Copper","7440-50-8","N","200.8",0,"U",0.9,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,11,1.2,0.9,0.4,"1253728",NA,13:50:00,2025-07-29,15:14:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1915412 (MMS/12785)","1",NA,"1835972","CB",2025-07-30,"MMS12785",NA,NA,NA,"Lead","7439-92-1","N","200.8",0,"U",0.6,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,13,0.8,0.6,0.2,"1253728",NA,13:50:00,2025-07-29,15:14:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"CB for HBN 1915412 (MMS/12785)","1",NA,"1835972","CB",2025-07-30,"MMS12785",NA,NA,NA,"Zinc","7440-66-6","N","200.8",0,"U",3,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,32,4,3,1.24,"1253728",NA,13:50:00,2025-07-29,15:14:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"LABREFQC","1",2025-07-23,"1835455","OS",2025-07-28,"MMS12785","MXX37751","E200.2","07/28/2025 15:25","Cadmium","7440-43-9","N","200.8",0,"U",0.375,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,7,0.5,0.375,0.15,"1253728",10:00:00,16:39:00,2025-07-29,13:37:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"LABREFQC","1",2025-07-23,"1835455","OS",2025-07-28,"MMS12785","MXX37751","E200.2","07/28/2025 15:25","Chromium","7440-47-3","N","200.8",0,"U",3.75,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,9,5,3.75,2.5,"1253728",10:00:00,16:39:00,2025-07-29,13:37:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"LABREFQC","1",2025-07-23,"1835455","OS",2025-07-28,"MMS12785","MXX37751","E200.2","07/28/2025 15:25","Copper","7440-50-8","N","200.8",0,"U",2.25,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,11,3,2.25,1,"1253728",10:00:00,16:39:00,2025-07-29,13:37:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"LABREFQC","1",2025-07-23,"1835453","OS",2025-07-28,"MMS12785","MXX37751","E200.2","07/28/2025 15:25","Zinc","7440-66-6","N","200.8",0,"U",7.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,32,10,7.5,3.1,"1253728",10:57:00,16:38:00,2025-07-29,13:31:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"IB for HBN 1915238 (VMS/24599)","1",NA,"1835134","IB",2025-07-25,"VMS24599",NA,NA,NA,"Benzene","71-43-2","N","SW8260D",0,"U",0.3,"LOD","ug/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Volatile GC/MS",90,1,0.4,0.3,0.12,"1253728",NA,13:05:00,2025-07-24,16:11:00,NA,"8260D","USEPA",NA,NA
NA,"IB for HBN 1915238 (VMS/24599)","1",NA,"1835134","IB",2025-07-25,"VMS24599",NA,NA,NA,"Ethylbenzene","100-41-4","N","SW8260D",0,"U",0.75,"LOD","ug/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Volatile GC/MS",90,3,1,0.75,0.31,"1253728",NA,13:05:00,2025-07-24,16:11:00,NA,"8260D","USEPA",NA,NA
NA,"IB for HBN 1915238 (VMS/24599)","1",NA,"1835134","IB",2025-07-25,"VMS24599",NA,NA,NA,"o-Xylene","95-47-6","N","SW8260D",0,"U",0.75,"LOD","ug/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Volatile GC/MS",90,58,1,0.75,0.31,"1253728",NA,13:05:00,2025-07-24,16:11:00,NA,"8260D","USEPA",NA,NA
NA,"IB for HBN 1915238 (VMS/24599)","1",NA,"1835134","IB",2025-07-25,"VMS24599",NA,NA,NA,"P & M -Xylene","P & M -Xylene","N","SW8260D",0,"U",1.5,"LOD","ug/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Volatile GC/MS",90,55,2,1.5,0.62,"1253728",NA,13:05:00,2025-07-24,16:11:00,NA,"8260D","USEPA",NA,NA
NA,"IB for HBN 1915238 (VMS/24599)","1",NA,"1835134","IB",2025-07-25,"VMS24599",NA,NA,NA,"Toluene","108-88-3","N","SW8260D",0,"U",0.75,"LOD","ug/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Volatile GC/MS",90,2,1,0.75,0.31,"1253728",NA,13:05:00,2025-07-24,16:11:00,NA,"8260D","USEPA",NA,NA
NA,"IB for HBN 1915238 (VMS/24599)","1",NA,"1835134","IB",2025-07-25,"VMS24599",NA,NA,NA,"Xylenes (total)","1330-20-7","N","SW8260D",0,"U",2.25,"LOD","ug/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Volatile GC/MS",90,63,3,2.25,1,"1253728",NA,13:05:00,2025-07-24,16:11:00,NA,"8260D","USEPA",NA,NA
NA,"LABREFQC","1",2025-07-23,"1835107","OS",2025-07-25,"MMS12783","MXX37744","E200.2","07/25/2025 08:46","Copper","7440-50-8","N","200.8",0,"U",2.25,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,11,3,2.25,1,"1253728",09:50:00,12:23:00,2025-07-28,14:10:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"LABREFQC","1",2025-07-23,"1835455","OS",2025-07-28,"MMS12785","MXX37751","E200.2","07/28/2025 15:25","Lead","7439-92-1","N","200.8",0,"U",1.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,13,2,1.5,0.5,"1253728",10:00:00,16:39:00,2025-07-29,13:37:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"LABREFQC","1",2025-07-23,"1835455","OS",2025-07-28,"MMS12785","MXX37751","E200.2","07/28/2025 15:25","Zinc","7440-66-6","N","200.8",0,"U",7.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,32,10,7.5,3.1,"1253728",10:00:00,16:39:00,2025-07-29,13:37:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"LABREFQC","1",2025-07-23,"1835453","OS",2025-07-28,"MMS12785","MXX37751","E200.2","07/28/2025 15:25","Cadmium","7440-43-9","N","200.8",0,"U",0.375,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,7,0.5,0.375,0.15,"1253728",10:57:00,16:38:00,2025-07-29,13:31:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"LABREFQC","1",2025-07-23,"1835453","OS",2025-07-28,"MMS12785","MXX37751","E200.2","07/28/2025 15:25","Chromium","7440-47-3","N","200.8",0,"U",3.75,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,9,5,3.75,2.5,"1253728",10:57:00,16:38:00,2025-07-29,13:31:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"LABREFQC","1",2025-07-23,"1835453","OS",2025-07-28,"MMS12785","MXX37751","E200.2","07/28/2025 15:25","Copper","7440-50-8","N","200.8",0,"U",2.25,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,11,3,2.25,1,"1253728",10:57:00,16:38:00,2025-07-29,13:31:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"LABREFQC","1",2025-07-23,"1835453","OS",2025-07-28,"MMS12785","MXX37751","E200.2","07/28/2025 15:25","Lead","7439-92-1","N","200.8",0,"U",1.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,13,2,1.5,0.5,"1253728",10:57:00,16:38:00,2025-07-29,13:31:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"MB for HBN 1915233 [MXX/37744]","1",NA,"1835104","MB",2025-07-25,"MMS12783","MXX37744","E200.2","07/25/2025 08:46","Calcium","7440-70-2","N","200.8",0,"U",375,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,8,500,375,150,"1253728",NA,12:23:00,2025-07-28,14:01:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"MB for HBN 1915233 [MXX/37744]","1",NA,"1835104","MB",2025-07-25,"MMS12783","MXX37744","E200.2","07/25/2025 08:46","Iron","7439-89-6","N","200.8",0,"U",188,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,12,250,188,78,"1253728",NA,12:23:00,2025-07-28,14:01:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"MB for HBN 1915233 [MXX/37744]","1",NA,"1835104","MB",2025-07-25,"MMS12783","MXX37744","E200.2","07/25/2025 08:46","Magnesium","7439-95-4","N","200.8",0,"U",37.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,14,50,37.5,15,"1253728",NA,12:23:00,2025-07-28,14:01:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"MB for HBN 1915236 [VXX/43275]","1",NA,"1835114","MB",2025-07-25,"VMS24599","VXX43275","SW5030B","07/24/2025 06:00","Xylenes (total)","1330-20-7","N","SW8260D",0,"U",2.25,"LOD","ug/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Volatile GC/MS",90,63,3,2.25,1,"1253728",NA,12:28:00,2025-07-24,16:11:00,NA,"8260D","USEPA",NA,NA
NA,"MB for HBN 1915230 [MXX/37743]","1",NA,"1835089","MB",2025-07-25,"MMS12783","MXX37743","E200.2","07/25/2025 08:46","Calcium","7440-70-2","N","200.8",0,"U",375,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,8,500,375,150,"1253728",NA,12:00:00,2025-07-28,10:55:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"MB for HBN 1915230 [MXX/37743]","1",NA,"1835089","MB",2025-07-25,"MMS12783","MXX37743","E200.2","07/25/2025 08:46","Iron","7439-89-6","N","200.8",0,"U",188,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,12,250,188,78,"1253728",NA,12:00:00,2025-07-28,10:55:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"MB for HBN 1915230 [MXX/37743]","1",NA,"1835089","MB",2025-07-25,"MMS12783","MXX37743","E200.2","07/25/2025 08:46","Magnesium","7439-95-4","N","200.8",0,"U",37.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Metals by ICP/MS",15,14,50,37.5,15,"1253728",NA,12:00:00,2025-07-28,10:55:00,"Unfiltered","200.8","USEPA",NA,NA
NA,"MB for HBN 1915236 [VXX/43275]","1",NA,"1835114","MB",2025-07-25,"VMS24599","VXX43275","SW5030B","07/24/2025 06:00","Benzene","71-43-2","N","SW8260D",0,"U",0.3,"LOD","ug/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Volatile GC/MS",90,1,0.4,0.3,0.12,"1253728",NA,12:28:00,2025-07-24,16:11:00,NA,"8260D","USEPA",NA,NA
NA,"MB for HBN 1915236 [VXX/43275]","1",NA,"1835114","MB",2025-07-25,"VMS24599","VXX43275","SW5030B","07/24/2025 06:00","Ethylbenzene","100-41-4","N","SW8260D",0,"U",0.75,"LOD","ug/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Volatile GC/MS",90,3,1,0.75,0.31,"1253728",NA,12:28:00,2025-07-24,16:11:00,NA,"8260D","USEPA",NA,NA
NA,"MB for HBN 1915236 [VXX/43275]","1",NA,"1835114","MB",2025-07-25,"VMS24599","VXX43275","SW5030B","07/24/2025 06:00","o-Xylene","95-47-6","N","SW8260D",0,"U",0.75,"LOD","ug/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Volatile GC/MS",90,58,1,0.75,0.31,"1253728",NA,12:28:00,2025-07-24,16:11:00,NA,"8260D","USEPA",NA,NA
NA,"MB for HBN 1915236 [VXX/43275]","1",NA,"1835114","MB",2025-07-25,"VMS24599","VXX43275","SW5030B","07/24/2025 06:00","P & M -Xylene","P & M -Xylene","N","SW8260D",0,"U",1.5,"LOD","ug/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Volatile GC/MS",90,55,2,1.5,0.62,"1253728",NA,12:28:00,2025-07-24,16:11:00,NA,"8260D","USEPA",NA,NA
NA,"MB for HBN 1915236 [VXX/43275]","1",NA,"1835114","MB",2025-07-25,"VMS24599","VXX43275","SW5030B","07/24/2025 06:00","Toluene","108-88-3","N","SW8260D",0,"U",0.75,"LOD","ug/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Volatile GC/MS",90,2,1,0.75,0.31,"1253728",NA,12:28:00,2025-07-24,16:11:00,NA,"8260D","USEPA",NA,NA
NA,"CB for HBN 1915323 (WFI/3200)","1",NA,"1835541","CB",2025-07-29,"WFI3200",NA,NA,NA,NA,"Nitrate","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,9,0.1,0.075,0.025,"1253728",NA,09:08:00,2025-07-28,13:52:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915323 (WFI/3200)","1",NA,"1835541","CB",2025-07-29,"WFI3200",NA,NA,NA,NA,"Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,10,0.1,0.075,0.025,"1253728",NA,09:08:00,2025-07-28,13:52:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915323 (WFI/3200)","1",NA,"1835543","CB",2025-07-29,"WFI3200",NA,NA,NA,NA,"Nitrate","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,9,0.1,0.075,0.025,"1253728",NA,09:08:00,2025-07-28,13:29:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915323 (WFI/3200)","1",NA,"1835543","CB",2025-07-29,"WFI3200",NA,NA,NA,NA,"Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,10,0.1,0.075,0.025,"1253728",NA,09:08:00,2025-07-28,13:29:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915323 (WFI/3200)","1",NA,"1835543","CB",2025-07-29,"WFI3200",NA,NA,NA,"Total Nitrate/Nitrite-N","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,11,0.1,0.075,0.025,"1253728",NA,09:08:00,2025-07-28,13:29:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915323 (WFI/3200)","1",NA,"1835545","CB",2025-07-29,"WFI3200",NA,NA,NA,NA,"Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,10,0.1,0.075,0.025,"1253728",NA,09:08:00,2025-07-28,13:06:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915323 (WFI/3200)","1",NA,"1835553","CB",2025-07-29,"WFI3200",NA,NA,NA,NA,"Nitrate","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,9,0.1,0.075,0.025,"1253728",NA,09:08:00,2025-07-28,10:41:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915323 (WFI/3200)","1",NA,"1835553","CB",2025-07-29,"WFI3200",NA,NA,NA,NA,"Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,10,0.1,0.075,0.025,"1253728",NA,09:08:00,2025-07-28,10:41:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915323 (WFI/3200)","1",NA,"1835553","CB",2025-07-29,"WFI3200",NA,NA,NA,"Total Nitrate/Nitrite-N","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,11,0.1,0.075,0.025,"1253728",NA,09:08:00,2025-07-28,10:41:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915323 (WFI/3200)","1",NA,"1835555","CB",2025-07-29,"WFI3200",NA,NA,NA,NA,"Nitrate","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,9,0.1,0.075,0.025,"1253728",NA,09:08:00,2025-07-28,10:18:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915323 (WFI/3200)","1",NA,"1835555","CB",2025-07-29,"WFI3200",NA,NA,NA,NA,"Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,10,0.1,0.075,0.025,"1253728",NA,09:08:00,2025-07-28,10:18:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915323 (WFI/3200)","1",NA,"1835555","CB",2025-07-29,"WFI3200",NA,NA,NA,"Total Nitrate/Nitrite-N","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,11,0.1,0.075,0.025,"1253728",NA,09:08:00,2025-07-28,10:18:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915416 [WDA/6060]","1",NA,"1836002","CB",2025-07-30,"WDA6060",NA,NA,NA,"Total Phosphorus","Total Phosph.","N","SM21 4500P-B,E",0,"U",0.03,"LOD","mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"T","Waters Department",20,266,0.04,0.03,0.012,"1253728",NA,15:11:00,2025-07-30,13:28:00,NA,"4500-P-E","APHA",NA,NA
NA,"CB for HBN 1915416 [WDA/6060]","1",NA,"1836004","CB",2025-07-30,"WDA6060",NA,NA,NA,"Total Phosphorus","Total Phosph.","N","SM21 4500P-B,E",0,"U",0.03,"LOD","mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"T","Waters Department",20,266,0.04,0.03,0.012,"1253728",NA,15:12:00,2025-07-30,13:40:00,NA,"4500-P-E","APHA",NA,NA
NA,"CB for HBN 1915416 [WDA/6060]","1",NA,"1836006","CB",2025-07-30,"WDA6060",NA,NA,NA,"Total Phosphorus","Total Phosph.","N","SM21 4500P-B,E",0,"U",0.03,"LOD","mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"T","Waters Department",20,266,0.04,0.03,0.012,"1253728",NA,15:12:00,2025-07-30,13:51:00,NA,"4500-P-E","APHA",NA,NA
NA,"CB for HBN 1915416 [WDA/6060]","1",NA,"1836008","CB",2025-07-30,"WDA6060",NA,NA,NA,"Total Phosphorus","Total Phosph.","N","SM21 4500P-B,E",0,"U",0.03,"LOD","mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"T","Waters Department",20,266,0.04,0.03,0.012,"1253728",NA,15:12:00,2025-07-30,13:57:00,NA,"4500-P-E","APHA",NA,NA
NA,"CB for HBN 1915485 (WFI/3201)","1",NA,"1836316","CB",2025-07-31,"WFI3201",NA,NA,NA,NA,"Nitrate","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,9,0.1,0.075,0.025,"1253728",NA,15:23:00,2025-07-31,13:07:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915485 (WFI/3201)","1",NA,"1836316","CB",2025-07-31,"WFI3201",NA,NA,NA,NA,"Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,10,0.1,0.075,0.025,"1253728",NA,15:23:00,2025-07-31,13:07:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915485 (WFI/3201)","1",NA,"1836316","CB",2025-07-31,"WFI3201",NA,NA,NA,"Total Nitrate/Nitrite-N","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,11,0.1,0.075,0.025,"1253728",NA,15:23:00,2025-07-31,13:07:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915485 (WFI/3201)","1",NA,"1836318","CB",2025-07-31,"WFI3201",NA,NA,NA,NA,"Nitrate","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,9,0.1,0.075,0.025,"1253728",NA,15:23:00,2025-07-31,12:44:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915485 (WFI/3201)","1",NA,"1836318","CB",2025-07-31,"WFI3201",NA,NA,NA,NA,"Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,10,0.1,0.075,0.025,"1253728",NA,15:23:00,2025-07-31,12:44:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915485 (WFI/3201)","1",NA,"1836318","CB",2025-07-31,"WFI3201",NA,NA,NA,"Total Nitrate/Nitrite-N","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,11,0.1,0.075,0.025,"1253728",NA,15:23:00,2025-07-31,12:44:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"CB for HBN 1915915 [WDA/6066]","1",NA,"1837542","CB",2025-08-07,"WDA6066",NA,NA,NA,"Total Phosphorus","Total Phosph.","N","SM21 4500P-B,E",0,"U",0.03,"LOD","mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"T","Waters Department",20,266,0.04,0.03,0.012,"1253728",NA,16:24:00,2025-08-07,16:14:00,NA,"4500-P-E","APHA",NA,NA
NA,"ICB for HBN 1915323 (WFI/3200)","1",NA,"1835558","ICB",2025-07-29,"WFI3200",NA,NA,NA,NA,"Nitrate","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,9,0.1,0.075,0.025,"1253728",NA,09:08:00,2025-07-28,09:54:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"ICB for HBN 1915323 (WFI/3200)","1",NA,"1835558","ICB",2025-07-29,"WFI3200",NA,NA,NA,NA,"Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,10,0.1,0.075,0.025,"1253728",NA,09:08:00,2025-07-28,09:54:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"ICB for HBN 1915416 [WDA/6060]","1",NA,"1836000","ICB",2025-07-30,"WDA6060",NA,NA,NA,"Total Phosphorus","Total Phosph.","N","SM21 4500P-B,E",0,"U",0.03,"LOD","mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"T","Waters Department",20,266,0.04,0.03,0.012,"1253728",NA,15:11:00,2025-07-30,13:17:00,NA,"4500-P-E","APHA",NA,NA
NA,"ICB for HBN 1915485 (WFI/3201)","1",NA,"1836323","ICB",2025-07-31,"WFI3201",NA,NA,NA,NA,"Nitrate","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,9,0.1,0.075,0.025,"1253728",NA,15:25:00,2025-07-31,12:20:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"ICB for HBN 1915485 (WFI/3201)","1",NA,"1836323","ICB",2025-07-31,"WFI3201",NA,NA,NA,NA,"Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,10,0.1,0.075,0.025,"1253728",NA,15:25:00,2025-07-31,12:20:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"ICB for HBN 1915485 (WFI/3201)","1",NA,"1836323","ICB",2025-07-31,"WFI3201",NA,NA,NA,"Total Nitrate/Nitrite-N","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U",0.075,"LOD","mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,11,0.1,0.075,0.025,"1253728",NA,15:25:00,2025-07-31,12:20:00,NA,"4500-NO3(F)","APHA",NA,NA
NA,"LABREFQC","1",2025-07-30,"1253871001","OS",2025-07-31,"WFI3201",NA,NA,NA,"Nitrate-N","Nitrate","N","SM21 4500NO3-F",0,"U",0.15,"LOD","mg/L",2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,".","Waters Department",20,9,0.2,0.15,0.05,"1253728",11:53:00,10:10:00,2025-07-31,12:25:00,NA,"4500-NO3(F)","APHA",NA,NA
