PROJECT_ID,SAMPLE_ID,MATRIX,COLLECT_DATE,LAB_SAMPLE_ID,SAMPLE_TYPE,LOCATION,REC_DATE,RUN_DATE_TIME,ANL_BATCH,PRP_BATCH,EXTRACTION_CODE,EXTRACTED_DATE,ANALYTE,CAS_NUMBER,ANALYTE_FLAG,ANALYTICAL_METHOD,RESULT,RESULTFLAG,TEXT_RESULT,REPDL,LIMIT_DEFINITION,UNITS,ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,ALLOWABLE_LIMIT,DISSOLVED,ANALYSIS_GROUP,METHOD_ORDER,ANALYTE_ORDER,LOQ,LOD,DL,SDG
,LCS for HBN 1836127 [WXX/14200,1,,1663832,LCS,,05/13/2022 11:12,05/11/2022 13:37,WDA5201,WXX14200,"SM21 4500P-B,E",05/11/2022 10:00,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.228,=,,0.02,LOD,mg/L,1,25,25,,,0.2,114,75,125,,,,,3,,T,Waters Department,20,266,0.04,0.02,0.012,1221998
,LCS for HBN 1836316 [WXX/14205,1,,1664343,LCS,,05/18/2022 11:30,05/17/2022 12:51,WDA5203,WXX14205,"SM21 4500P-B,E",05/17/2022 10:30,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.203,=,,0.02,LOD,mg/L,1,25,25,,,0.2,101,75,125,,,,,3,,T,Waters Department,20,266,0.04,0.02,0.012,1221998
,LCS for HBN 1836324 [MXX/35113,1,,1664372,LCS,,05/18/2022 14:34,05/19/2022 13:54,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Arsenic,7440-38-2,N,EP200.8 ,1010,=,,2.5,LOD,ug/L,1,20,50,,,1000,101,85,115,,,,,3,(<10),.,Metals by ICP/MS,15,3,5,2.5,1.5,1221998
,LCS for HBN 1836324 [MXX/35113,1,,1664372,LCS,,05/18/2022 14:34,05/19/2022 13:54,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Cadmium,7440-43-9,N,EP200.8 ,101,=,,0.25,LOD,ug/L,1,20,50,,,100,101,85,115,,,,,3,(<5),.,Metals by ICP/MS,15,7,0.5,0.25,0.15,1221998
,LCS for HBN 1836324 [MXX/35113,1,,1664372,LCS,,05/18/2022 14:34,05/19/2022 13:54,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Chromium,7440-47-3,N,EP200.8 ,398,=,,2.5,LOD,ug/L,1,20,50,,,400,99.5,85,115,,,,,3,(<100),.,Metals by ICP/MS,15,9,5,2.5,2.5,1221998
,LCS for HBN 1836324 [MXX/35113,1,,1664372,LCS,,05/18/2022 14:34,05/19/2022 13:54,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Copper,7440-50-8,N,EP200.8 ,1040,=,,1.5,LOD,ug/L,1,20,50,,,1000,104,85,115,,,,,3,(<1000),.,Metals by ICP/MS,15,11,3,1.5,1,1221998
,LCS for HBN 1836324 [MXX/35113,1,,1664372,LCS,,05/18/2022 14:34,05/19/2022 13:54,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Lead,7439-92-1,N,EP200.8 ,1000,=,,1,LOD,ug/L,1,20,50,,,1000,100,85,115,,,,,3,(<15),.,Metals by ICP/MS,15,13,2,1,0.5,1221998
,LCS for HBN 1836324 [MXX/35113,1,,1664372,LCS,,05/18/2022 14:34,05/19/2022 13:54,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Zinc,7440-66-6,N,EP200.8 ,1020,=,,5,LOD,ug/L,1,20,50,,,1000,102,85,115,,,,,3,(<5000),.,Metals by ICP/MS,15,32,10,5,3.1,1221998
,LCS for HBN 1836326 [MXX/35114,1,,1664385,LCS,,05/18/2022 14:47,05/19/2022 15:30,MMS11558,MXX35114,E200.2,05/19/2022 09:07,Arsenic,7440-38-2,N,EP200.8 ,992,=,,2.5,LOD,ug/L,1,20,50,,,1000,99.2,85,115,,,,,3,(<10),.,Metals by ICP/MS,15,3,5,2.5,1.5,1221998
,LCS for HBN 1836326 [MXX/35114,1,,1664385,LCS,,05/18/2022 14:47,05/19/2022 15:30,MMS11558,MXX35114,E200.2,05/19/2022 09:07,Cadmium,7440-43-9,N,EP200.8 ,98.5,=,,0.25,LOD,ug/L,1,20,50,,,100,98.5,85,115,,,,,3,(<5),.,Metals by ICP/MS,15,7,0.5,0.25,0.15,1221998
,LCS for HBN 1836326 [MXX/35114,1,,1664385,LCS,,05/18/2022 14:47,05/19/2022 15:30,MMS11558,MXX35114,E200.2,05/19/2022 09:07,Chromium,7440-47-3,N,EP200.8 ,400,=,,2.5,LOD,ug/L,1,20,50,,,400,99.9,85,115,,,,,3,(<100),.,Metals by ICP/MS,15,9,5,2.5,2.5,1221998
,LCS for HBN 1836326 [MXX/35114,1,,1664385,LCS,,05/18/2022 14:47,05/19/2022 15:30,MMS11558,MXX35114,E200.2,05/19/2022 09:07,Copper,7440-50-8,N,EP200.8 ,1040,=,,1.5,LOD,ug/L,1,20,50,,,1000,104,85,115,,,,,3,(<1000),.,Metals by ICP/MS,15,11,3,1.5,1,1221998
,LCS for HBN 1836326 [MXX/35114,1,,1664385,LCS,,05/18/2022 14:47,05/19/2022 15:30,MMS11558,MXX35114,E200.2,05/19/2022 09:07,Lead,7439-92-1,N,EP200.8 ,1020,=,,1,LOD,ug/L,1,20,50,,,1000,102,85,115,,,,,3,(<15),.,Metals by ICP/MS,15,13,2,1,0.5,1221998
,LCS for HBN 1836326 [MXX/35114,1,,1664385,LCS,,05/18/2022 14:47,05/19/2022 15:30,MMS11558,MXX35114,E200.2,05/19/2022 09:07,Zinc,7440-66-6,N,EP200.8 ,987,=,,5,LOD,ug/L,1,20,50,,,1000,98.7,85,115,,,,,3,(<5000),.,Metals by ICP/MS,15,32,10,5,3.1,1221998
,LCSD for HBN 1836127 [WXX/1420,1,,1663833,LCSD,,05/13/2022 11:12,05/11/2022 13:38,WDA5201,WXX14200,"SM21 4500P-B,E",05/11/2022 10:00,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.201,=,,0.02,LOD,mg/L,1,25,25,,,0.2,101,75,125,,12.5,0,25,3,,T,Waters Department,20,266,0.04,0.02,0.012,1221998
,LCSD for HBN 1836316 [WXX/1420,1,,1664344,LCSD,,05/18/2022 11:30,05/17/2022 12:52,WDA5203,WXX14205,"SM21 4500P-B,E",05/17/2022 10:30,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.193,=,,0.02,LOD,mg/L,1,25,25,,,0.2,96.5,75,125,,4.8,0,25,3,,T,Waters Department,20,266,0.04,0.02,0.012,1221998
,LLQC for HBN 1836011 [WFI/2987,1,,1663382,LLQC,,05/11/2022 09:02,05/09/2022 13:16,WFI2987,,,,,Nitrate,N,SM21 4500NO3-F,0.0337,J,,0.05,LOD,mg/L,1,5,5,,,0.025,135,,,,,,,3,,.,Waters Department,20,9,0.1,0.05,0.025,1221998
,LLQC for HBN 1836011 [WFI/2987,1,,1663382,LLQC,,05/11/2022 09:02,05/09/2022 13:16,WFI2987,,,,,Nitrite,N,SM21 4500NO3-F,0.0265,J,,0.05,LOD,mg/L,1,5,5,,,0.025,106,,,,,,,3,,.,Waters Department,20,10,0.1,0.05,0.025,1221998
,LLQC for HBN 1836011 [WFI/2987,1,,1663382,LLQC,,05/11/2022 09:02,05/09/2022 13:16,WFI2987,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,0.0602,J,,0.05,LOD,mg/L,1,5,5,,,0.05,120,,,,,,,3,,.,Waters Department,20,11,0.1,0.05,0.025,1221998
,LLQC for HBN 1836109 [WFI/2988,1,,1663720,LLQC,,05/12/2022 15:53,05/12/2022 11:24,WFI2988,,,,,Nitrate,N,SM21 4500NO3-F,0.029,J,,0.05,LOD,mg/L,1,5,5,,,0.025,116,,,,,,,3,,.,Waters Department,20,9,0.1,0.05,0.025,1221998
,LLQC for HBN 1836109 [WFI/2988,1,,1663720,LLQC,,05/12/2022 15:53,05/12/2022 11:24,WFI2988,,,,,Nitrite,N,SM21 4500NO3-F,0,U,,0.05,LOD,mg/L,1,5,5,,,0.025,0,,,,,,,3,,.,Waters Department,20,10,0.1,0.05,0.025,1221998
,LLQC for HBN 1836109 [WFI/2988,1,,1663720,LLQC,,05/12/2022 15:53,05/12/2022 11:24,WFI2988,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,0.0503,J,,0.05,LOD,mg/L,1,5,5,,,0.05,101,,,,,,,3,,.,Waters Department,20,11,0.1,0.05,0.025,1221998
,LLQC for HBN 1836324 [MXX/3511,1,,1664373,LLQC,,05/18/2022 14:34,05/19/2022 13:56,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Arsenic,7440-38-2,N,EP200.8 ,5.88,=,,2.5,LOD,ug/L,1,20,50,,,5,118,,,,,,,3,(<10),.,Metals by ICP/MS,15,3,5,2.5,1.5,1221998
,LLQC for HBN 1836324 [MXX/3511,1,,1664373,LLQC,,05/18/2022 14:34,05/19/2022 13:56,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Cadmium,7440-43-9,N,EP200.8 ,0.548,=,,0.25,LOD,ug/L,1,20,50,,,0.5,110,,,,,,,3,(<5),.,Metals by ICP/MS,15,7,0.5,0.25,0.15,1221998
,LLQC for HBN 1836324 [MXX/3511,1,,1664373,LLQC,,05/18/2022 14:34,05/19/2022 13:56,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Chromium,7440-47-3,N,EP200.8 ,0,U,,2.5,LOD,ug/L,1,20,50,,,2,0,,,,,,,3,(<100),.,Metals by ICP/MS,15,9,5,2.5,2.5,1221998
,LLQC for HBN 1836324 [MXX/3511,1,,1664373,LLQC,,05/18/2022 14:34,05/19/2022 13:56,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Copper,7440-50-8,N,EP200.8 ,1.63,J,,1.5,LOD,ug/L,1,20,50,,,1,163,,,,,,,3,(<1000),.,Metals by ICP/MS,15,11,3,1.5,1,1221998
,LLQC for HBN 1836324 [MXX/3511,1,,1664373,LLQC,,05/18/2022 14:34,05/19/2022 13:56,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Lead,7439-92-1,N,EP200.8 ,1.12,J,,1,LOD,ug/L,1,20,50,,,0.2,561,,,,,,,3,(<15),.,Metals by ICP/MS,15,13,2,1,0.5,1221998
,LLQC for HBN 1836324 [MXX/3511,1,,1664373,LLQC,,05/18/2022 14:34,05/19/2022 13:56,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Zinc,7440-66-6,N,EP200.8 ,6.44,J,,5,LOD,ug/L,1,20,50,,,5,129,,,,,,,3,(<5000),.,Metals by ICP/MS,15,32,10,5,3.1,1221998
,LLQC for HBN 1836326 [MXX/3511,1,,1664386,LLQC,,05/18/2022 14:47,05/19/2022 15:32,MMS11558,MXX35114,E200.2,05/19/2022 09:07,Arsenic,7440-38-2,N,EP200.8 ,5.64,=,,2.5,LOD,ug/L,1,20,50,,,5,113,,,,,,,3,(<10),.,Metals by ICP/MS,15,3,5,2.5,1.5,1221998
,MB for HBN 1836011 [WFI/2987],1,,1663387,MB,,05/11/2022 09:02,05/09/2022 14:21,WFI2987,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,0,U,,0.1,LOD,mg/L,2,5,5,,,,,,,,,,,3,,.,Waters Department,20,11,0.2,0.1,0.05,1221998
,MB for HBN 1836109 (WFI/2988),1,,1663732,MB,,05/12/2022 16:13,05/12/2022 12:29,WFI2988,,,,,Nitrate,N,SM21 4500NO3-F,0,U,,0.1,LOD,mg/L,2,5,5,,,,,,,,,,,3,,.,Waters Department,20,9,0.2,0.1,0.05,1221998
,MB for HBN 1836109 (WFI/2988),1,,1663732,MB,,05/12/2022 16:13,05/12/2022 12:29,WFI2988,,,,,Nitrite,N,SM21 4500NO3-F,0,U,,0.1,LOD,mg/L,2,5,5,,,,,,,,,,,3,,.,Waters Department,20,10,0.2,0.1,0.05,1221998
,MB for HBN 1836109 (WFI/2988),1,,1663732,MB,,05/12/2022 16:13,05/12/2022 12:29,WFI2988,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,0,U,,0.1,LOD,mg/L,2,5,5,,,,,,,,,,,3,,.,Waters Department,20,11,0.2,0.1,0.05,1221998
,MB for HBN 1836109 (WFI/2988),1,,1663739,MB,,05/12/2022 16:13,05/12/2022 11:41,WFI2988,,,,,Nitrate,N,SM21 4500NO3-F,0,U,,0.1,LOD,mg/L,2,5,5,,,,,,,,,,,3,,.,Waters Department,20,9,0.2,0.1,0.05,1221998
,MB for HBN 1836109 (WFI/2988),1,,1663739,MB,,05/12/2022 16:13,05/12/2022 11:41,WFI2988,,,,,Nitrite,N,SM21 4500NO3-F,0,U,,0.1,LOD,mg/L,2,5,5,,,,,,,,,,,3,,.,Waters Department,20,10,0.2,0.1,0.05,1221998
,MB for HBN 1836109 (WFI/2988),1,,1663739,MB,,05/12/2022 16:13,05/12/2022 11:41,WFI2988,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,0,U,,0.1,LOD,mg/L,2,5,5,,,,,,,,,,,3,,.,Waters Department,20,11,0.2,0.1,0.05,1221998
,MB for HBN 1836324 [MXX/35113],1,,1664371,MB,,05/18/2022 14:34,05/19/2022 13:51,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Zinc,7440-66-6,N,EP200.8 ,0,U,,5,LOD,ug/L,1,20,50,,,,,,,,,,,3,(<5000),.,Metals by ICP/MS,15,32,10,5,3.1,1221998
,MB for HBN 1836326 [MXX/35114],1,,1664384,MB,,05/18/2022 14:47,05/19/2022 15:27,MMS11558,MXX35114,E200.2,05/19/2022 09:07,Arsenic,7440-38-2,N,EP200.8 ,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,(<10),.,Metals by ICP/MS,15,3,5,2.5,1.5,1221998
,MB for HBN 1836326 [MXX/35114],1,,1664384,MB,,05/18/2022 14:47,05/19/2022 15:27,MMS11558,MXX35114,E200.2,05/19/2022 09:07,Cadmium,7440-43-9,N,EP200.8 ,0,U,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,(<5),.,Metals by ICP/MS,15,7,0.5,0.25,0.15,1221998
,MB for HBN 1836326 [MXX/35114],1,,1664384,MB,,05/18/2022 14:47,05/19/2022 15:27,MMS11558,MXX35114,E200.2,05/19/2022 09:07,Chromium,7440-47-3,N,EP200.8 ,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,(<100),.,Metals by ICP/MS,15,9,5,2.5,2.5,1221998
,MB for HBN 1836326 [MXX/35114],1,,1664384,MB,,05/18/2022 14:47,05/19/2022 15:27,MMS11558,MXX35114,E200.2,05/19/2022 09:07,Copper,7440-50-8,N,EP200.8 ,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,(<1000),.,Metals by ICP/MS,15,11,3,1.5,1,1221998
,MB for HBN 1836326 [MXX/35114],1,,1664384,MB,,05/18/2022 14:47,05/19/2022 15:27,MMS11558,MXX35114,E200.2,05/19/2022 09:07,Lead,7439-92-1,N,EP200.8 ,0,U,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,(<15),.,Metals by ICP/MS,15,13,2,1,0.5,1221998
,MB for HBN 1836326 [MXX/35114],1,,1664384,MB,,05/18/2022 14:47,05/19/2022 15:27,MMS11558,MXX35114,E200.2,05/19/2022 09:07,Zinc,7440-66-6,N,EP200.8 ,0,U,,5,LOD,ug/L,1,20,50,,,,,,,,,,,3,(<5000),.,Metals by ICP/MS,15,32,10,5,3.1,1221998
,QCS for HBN 1836128 [WDA/5201],1,,1663875,QCS,,05/13/2022 13:10,05/11/2022 17:38,WDA5201,,,,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.399,=,,0.02,LOD,mg/L,1,10,10,,,0.4,99.8,90,110,,,,,3,,T,Waters Department,20,266,0.04,0.02,0.012,1221998
,QCS for HBN 1836355 (MMS/11558,1,,1664548,QCS,,05/19/2022 14:17,05/19/2022 13:40,MMS11558,,,,Arsenic,7440-38-2,N,EP200.8 ,135,=,,1,LOD,ug/L,1,100,100,,,125,108,90,110,,,,,3,,.,Metals by ICP/MS,15,3,2,1,0.6,1221998
,QCS for HBN 1836355 (MMS/11558,1,,1664548,QCS,,05/19/2022 14:17,05/19/2022 13:40,MMS11558,,,,Cadmium,7440-43-9,N,EP200.8 ,61.4,=,,0.1,LOD,ug/L,1,100,100,,,62.5,98.3,90,110,,,,,3,,.,Metals by ICP/MS,15,7,0.2,0.1,0.06,1221998
,QCS for HBN 1836355 (MMS/11558,1,,1664548,QCS,,05/19/2022 14:17,05/19/2022 13:40,MMS11558,,,,Chromium,7440-47-3,N,EP200.8 ,130,=,,1,LOD,ug/L,1,100,100,,,125,104,90,110,,,,,3,,.,Metals by ICP/MS,15,9,2,1,1,1221998
,QCS for HBN 1836355 (MMS/11558,1,,1664548,QCS,,05/19/2022 14:17,05/19/2022 13:40,MMS11558,,,,Copper,7440-50-8,N,EP200.8 ,127,=,,0.6,LOD,ug/L,1,100,100,,,125,102,90,110,,,,,3,,.,Metals by ICP/MS,15,11,1.2,0.6,0.4,1221998
,QCS for HBN 1836355 (MMS/11558,1,,1664548,QCS,,05/19/2022 14:17,05/19/2022 13:40,MMS11558,,,,Lead,7439-92-1,N,EP200.8 ,25.1,=,,0.4,LOD,ug/L,1,100,100,,,25,101,90,110,,,,,3,,.,Metals by ICP/MS,15,13,0.8,0.4,0.2,1221998
,QCS for HBN 1836355 (MMS/11558,1,,1664548,QCS,,05/19/2022 14:17,05/19/2022 13:40,MMS11558,,,,Zinc,7440-66-6,N,EP200.8 ,129,=,,2,LOD,ug/L,1,100,100,,,125,103,90,110,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1221998
,QCS for HBN 1836360 [WDA/5203],1,,1664578,QCS,,05/19/2022 16:38,05/17/2022 12:47,WDA5203,,,,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.385,=,,0.02,LOD,mg/L,1,10,10,,,0.4,96.1,90,110,,,,,3,,T,Waters Department,20,266,0.04,0.02,0.012,1221998
Kenai River Baseline Water Qua,RM0- No Name Creek,1,05/03/2022 10:00,1221998025,PS,,05/03/2022 16:57,05/19/2022 14:51,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Lead,7439-92-1,N,EP200.8 ,0,U ,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1221998
Kenai River Baseline Water Qua,RM0- No Name Creek,1,05/03/2022 10:00,1221998025,PS,,05/03/2022 16:57,05/19/2022 14:51,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Zinc,7440-66-6,N,EP200.8 ,5.17,J ,,5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,32,10,5,3.1,1221998
Kenai River Baseline Water Qua,RM1.5-Kenai City Dock,1,05/03/2022 09:10,1221998003,PS,,05/03/2022 16:57,05/11/2022 13:43,WDA5201,WXX14200,"SM21 4500P-B,E",05/11/2022 10:00,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.18,= ,,0.02,LOD,mg/L,1,25,25,,,,,,,,,,,3,,T,Waters Department,20,266,0.04,0.02,0.012,1221998
Kenai River Baseline Water Qua,RM1.5-Kenai City Dock,1,05/03/2022 09:10,1221998003,PS,,05/03/2022 16:57,05/12/2022 12:18,WFI2988,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,2.49,= ,,0.1,LOD,mg/L,2,5,5,,,,,,,,,,,3,,.,Waters Department,20,11,0.2,0.1,0.05,1221998
Kenai River Baseline Water Qua,RM1.5-Kenai City Dock,1,05/03/2022 09:10,1221998027,PS,,05/03/2022 16:57,05/19/2022 14:57,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Arsenic,7440-38-2,N,EP200.8 ,2.06,J ,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,3,5,2.5,1.5,1221998
Kenai River Baseline Water Qua,RM1.5-Kenai City Dock,1,05/03/2022 09:10,1221998027,PS,,05/03/2022 16:57,05/19/2022 14:57,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Cadmium,7440-43-9,N,EP200.8 ,0,U ,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1221998
Kenai River Baseline Water Qua,RM1.5-Kenai City Dock-DUP,1,05/03/2022 09:15,1221998026,PS,,05/03/2022 16:57,05/19/2022 14:54,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Arsenic,7440-38-2,N,EP200.8 ,2.67,J ,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,3,5,2.5,1.5,1221998
Kenai River Baseline Water Qua,RM1.5-Kenai City Dock-DUP,1,05/03/2022 09:15,1221998026,PS,,05/03/2022 16:57,05/19/2022 14:54,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Cadmium,7440-43-9,N,EP200.8 ,0,U ,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1221998
Kenai River Baseline Water Qua,RM1.5-Kenai City Dock-DUP,1,05/03/2022 09:15,1221998026,PS,,05/03/2022 16:57,05/19/2022 14:54,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Chromium,7440-47-3,N,EP200.8 ,0,U ,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1221998
Kenai River Baseline Water Qua,RM1.5-Kenai City Dock-DUP,1,05/03/2022 09:15,1221998026,PS,,05/03/2022 16:57,05/19/2022 14:54,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Copper,7440-50-8,N,EP200.8 ,12.2,= ,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,42,3,1.5,1,1221998
Kenai River Baseline Water Qua,RM1.5-Kenai City Dock-DUP,1,05/03/2022 09:15,1221998026,PS,,05/03/2022 16:57,05/19/2022 14:54,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Lead,7439-92-1,N,EP200.8 ,0,U ,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1221998
Kenai River Baseline Water Qua,RM1.5-Kenai City Dock-DUP,1,05/03/2022 09:15,1221998026,PS,,05/03/2022 16:57,05/19/2022 14:54,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Zinc,7440-66-6,N,EP200.8 ,3.89,J ,,5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,32,10,5,3.1,1221998
Kenai River Baseline Water Qua,RM10.1-Kenai River,1,05/03/2022 11:23,1221998030,PS,,05/03/2022 16:57,05/19/2022 15:05,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Lead,7439-92-1,N,EP200.8 ,0.767,J ,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1221998
Kenai River Baseline Water Qua,RM10.1-Kenai River,1,05/03/2022 11:23,1221998030,PS,,05/03/2022 16:57,05/19/2022 15:05,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Zinc,7440-66-6,N,EP200.8 ,6.37,J ,,5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,32,10,5,3.1,1221998
Kenai River Baseline Water Qua,RM10-Beaver Creek,1,05/03/2022 10:51,1221998005,PS,,05/03/2022 16:57,05/12/2022 12:22,WFI2988,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,0,U ,,0.1,LOD,mg/L,2,5,5,,,,,,,,,,,3,,.,Waters Department,20,11,0.2,0.1,0.05,1221998
Kenai River Baseline Water Qua,RM10-Beaver Creek,1,05/03/2022 10:51,1221998005,PS,,05/03/2022 16:57,05/17/2022 12:53,WDA5203,WXX14205,"SM21 4500P-B,E",05/17/2022 10:30,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.0607,= ,,0.02,LOD,mg/L,1,25,25,,,,,,,,,,,3,,T,Waters Department,20,266,0.04,0.02,0.012,1221998
Kenai River Baseline Water Qua,RM10-Beaver Creek,1,05/03/2022 10:51,1221998029,PS,,05/03/2022 16:57,05/19/2022 15:02,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Arsenic,7440-38-2,N,EP200.8 ,2.72,J ,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,3,5,2.5,1.5,1221998
Kenai River Baseline Water Qua,RM10-Beaver Creek,1,05/03/2022 10:51,1221998029,PS,,05/03/2022 16:57,05/19/2022 15:02,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Cadmium,7440-43-9,N,EP200.8 ,0,U ,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1221998
Kenai River Baseline Water Qua,RM12.5-Pillars,1,05/03/2022 11:50,1221998031,PS,,05/03/2022 16:57,05/19/2022 15:07,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Arsenic,7440-38-2,N,EP200.8 ,2,J ,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,3,5,2.5,1.5,1221998
Kenai River Baseline Water Qua,RM12.5-Pillars,1,05/03/2022 11:50,1221998031,PS,,05/03/2022 16:57,05/19/2022 15:07,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Cadmium,7440-43-9,N,EP200.8 ,0,U ,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1221998
Kenai River Baseline Water Qua,RM12.5-Pillars,1,05/03/2022 11:50,1221998031,PS,,05/03/2022 16:57,05/19/2022 15:07,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Chromium,7440-47-3,N,EP200.8 ,0,U ,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1221998
Kenai River Baseline Water Qua,RM12.5-Pillars,1,05/03/2022 11:50,1221998031,PS,,05/03/2022 16:57,05/19/2022 15:07,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Copper,7440-50-8,N,EP200.8 ,0,U ,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,42,3,1.5,1,1221998
Kenai River Baseline Water Qua,RM12.5-Pillars,1,05/03/2022 11:50,1221998031,PS,,05/03/2022 16:57,05/19/2022 15:07,MMS11558,MXX35113,E200.2,05/19/2022 07:54,Lead,7439-92-1,N,EP200.8 ,3.09,= ,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,F,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1221998
