"Monitoring Location ID","Activity Media Name","Activity Media Subdivision Name","Activity ID","Activity Start Date","Activity Start Time","Activity End Date","Activity End Time","Activity Latitude","Activity Longitude","Activity Source Map Scale","Activity Type","Activity Depth/Height Measure","Activity Depth/Height Unit","Activity Top Depth/Height Measure","Activity Top Depth/Height Unit","Activity Bottom Depth/Height Measure","Activity Bottom Depth/Height Unit","Activity Relative Depth Name","Activity Comment","Characteristic Name","Result Analytical Method ID","Result Analytical Method Context","Method Speciation","Result Value","Result Unit","Result Qualifier","Result Weight Basis","Statistical Base Code","Result Sample Fraction","Result Value Type","Result Comment","Sample Collection Method ID","Equipment ID","Result Detection Condition","Result Detection Limit Type 1","Result Detection Limit Value 1","Result Detection Limit Unit 1","Result Detection Limit Type 2","Result Detection Limit Value 2","Result Detection Limit Unit 2","Laboratory Accreditation Indicator","Laboratory Name","Laboratory Sample ID","Analysis Start Date","Analysis Start Time","Biological Intent","Subject Taxonomic Name","Thermal Preservative","Sample Container Type","Sample Container Color","Chemical Preservative"
"10000002","Water","Surface Water","10000002-2025-04-30-Cd-NA",2025-04-30,10:23:00.000000,"","",60.54368,-151.22294,"","Field Msr/Obs",15,"cm","","","","","","1251731","Cadmium","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.375,"ug/L","","SGS","1251731038",2025-05-08,11:05:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000002","Water","Surface Water","10000002-2025-04-30-Cr-NA",2025-04-30,10:23:00.000000,"","",60.54368,-151.22294,"","Field Msr/Obs",15,"cm","","","","","","1251731","Chromium","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L","","SGS","1251731038",2025-05-08,11:05:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000002","Water","Surface Water","10000002-2025-04-30-Cu-NA",2025-04-30,10:23:00.000000,"","",60.54368,-151.22294,"","Field Msr/Obs",15,"cm","","","","","","1251731","Copper","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L","","SGS","1251731038",2025-05-08,11:05:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000002","Water","Surface Water","10000002-2025-04-30-Pb-NA",2025-04-30,10:23:00.000000,"","",60.54368,-151.22294,"","Field Msr/Obs",15,"cm","","","","","","1251731","Lead","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",2,"ug/L","Method Detection Level",1.5,"ug/L","","SGS","1251731038",2025-05-08,11:05:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000015","Water","Surface Water","10000015-2025-04-30-Cd",2025-04-30,09:50:00.000000,"","",60.548029,-151.14324,"","Field Msr/Obs",15,"cm","","","","","","1251731","Cadmium","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.375,"ug/L","","SGS","1251731027",2025-05-02,19:34:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000015","Water","Surface Water","10000015-2025-04-30-Cr",2025-04-30,09:50:00.000000,"","",60.548029,-151.14324,"","Field Msr/Obs",15,"cm","","","","","","1251731","Chromium","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L","","SGS","1251731027",2025-05-02,19:34:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000015","Water","Surface Water","10000015-2025-04-30-Cu",2025-04-30,09:50:00.000000,"","",60.548029,-151.14324,"","Field Msr/Obs",15,"cm","","","","","","1251731","Copper","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L","","SGS","1251731027",2025-05-02,19:34:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000015","Water","Surface Water","10000015-2025-04-30-Pb",2025-04-30,09:50:00.000000,"","",60.548029,-151.14324,"","Field Msr/Obs",15,"cm","","","","","","1251731","Lead","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",2,"ug/L","Method Detection Level",1.5,"ug/L","","SGS","1251731027",2025-05-02,19:34:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000018","Water","Surface Water","10000018-2025-04-30-As",2025-04-30,10:47:00.000000,"","",60.502005,-151.106973,"","Field Msr/Obs",15,"cm","","","","","","1251731","Arsenic","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L","","SGS","1251731029",2025-05-02,19:40:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000018","Water","Surface Water","10000018-2025-04-30-Cd",2025-04-30,10:47:00.000000,"","",60.502005,-151.106973,"","Field Msr/Obs",15,"cm","","","","","","1251731","Cadmium","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.375,"ug/L","","SGS","1251731029",2025-05-02,19:40:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000018","Water","Surface Water","10000018-2025-04-30-Cr",2025-04-30,10:47:00.000000,"","",60.502005,-151.106973,"","Field Msr/Obs",15,"cm","","","","","","1251731","Chromium","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L","","SGS","1251731029",2025-05-02,19:40:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000018","Water","Surface Water","10000018-2025-04-30-Cu",2025-04-30,10:47:00.000000,"","",60.502005,-151.106973,"","Field Msr/Obs",15,"cm","","","","","","1251731","Copper","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L","","SGS","1251731029",2025-05-02,19:40:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000018","Water","Surface Water","10000018-2025-04-30-Pb",2025-04-30,10:47:00.000000,"","",60.502005,-151.106973,"","Field Msr/Obs",15,"cm","","","","","","1251731","Lead","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",2,"ug/L","Method Detection Level",1.5,"ug/L","","SGS","1251731029",2025-05-02,19:40:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000018","Water","Surface Water","10000018-2025-04-30-As-DUP",2025-04-30,10:47:00.000000,"","",60.502005,-151.106973,"","Quality Control Field Replicate Msr/Obs",15,"cm","","","","","","1251731","Arsenic","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L","","SGS","1251731030",2025-05-02,19:43:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000018","Water","Surface Water","10000018-2025-04-30-Cd-DUP",2025-04-30,10:47:00.000000,"","",60.502005,-151.106973,"","Quality Control Field Replicate Msr/Obs",15,"cm","","","","","","1251731","Cadmium","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.375,"ug/L","","SGS","1251731030",2025-05-02,19:43:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000018","Water","Surface Water","10000018-2025-04-30-Cr-DUP",2025-04-30,10:47:00.000000,"","",60.502005,-151.106973,"","Quality Control Field Replicate Msr/Obs",15,"cm","","","","","","1251731","Chromium","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L","","SGS","1251731030",2025-05-02,19:43:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000018","Water","Surface Water","10000018-2025-04-30-Cu-DUP",2025-04-30,10:47:00.000000,"","",60.502005,-151.106973,"","Quality Control Field Replicate Msr/Obs",15,"cm","","","","","","1251731","Copper","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L","","SGS","1251731030",2025-05-02,19:43:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000020","Water","Surface Water","10000020-2025-04-30-As-NA",2025-04-30,09:58:00.000000,"","",60.48175453,-151.1306816,"","Field Msr/Obs",15,"cm","","","","","","1251731","Arsenic","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L","","SGS","1251731039",2025-05-08,11:08:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000020","Water","Surface Water","10000020-2025-04-30-Cd-NA",2025-04-30,09:58:00.000000,"","",60.48175453,-151.1306816,"","Field Msr/Obs",15,"cm","","","","","","1251731","Cadmium","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.375,"ug/L","","SGS","1251731039",2025-05-08,11:08:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000020","Water","Surface Water","10000020-2025-04-30-Cr-NA",2025-04-30,09:58:00.000000,"","",60.48175453,-151.1306816,"","Field Msr/Obs",15,"cm","","","","","","1251731","Chromium","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L","","SGS","1251731039",2025-05-08,11:08:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000020","Water","Surface Water","10000020-2025-04-30-Cu-NA",2025-04-30,09:58:00.000000,"","",60.48175453,-151.1306816,"","Field Msr/Obs",15,"cm","","","","","","1251731","Copper","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L","","SGS","1251731039",2025-05-08,11:08:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000020","Water","Surface Water","10000020-2025-04-30-Pb-NA",2025-04-30,09:58:00.000000,"","",60.48175453,-151.1306816,"","Field Msr/Obs",15,"cm","","","","","","1251731","Lead","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",2,"ug/L","Method Detection Level",1.5,"ug/L","","SGS","1251731039",2025-05-08,11:08:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000008","Water","Surface Water","10000008-2025-04-30-As",2025-04-30,09:48:00.000000,"","",60.550888,-151.268417,"","Field Msr/Obs",15,"cm","","","","","","1251731","Arsenic","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L","","SGS","1251731025",2025-05-02,19:28:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000002","Water","Surface Water","10000002-2025-04-30-Ca-NA",2025-04-30,10:23:00.000000,"","",60.54368,-151.22294,"","Field Msr/Obs",15,"cm","","","","","","1251731","Calcium","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Unfiltered","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",500,"ug/L","Method Detection Level",375,"ug/L","","SGS","1251731023",2025-05-02,19:22:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000002","Water","Surface Water","10000002-2025-04-30-Cu-NA",2025-04-30,10:23:00.000000,"","",60.54368,-151.22294,"","Field Msr/Obs",15,"cm","","","","","","1251731","Copper","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Unfiltered","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L","","SGS","1251731023",2025-05-02,19:22:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000002","Water","Surface Water","10000002-2025-04-30-Fe-NA",2025-04-30,10:23:00.000000,"","",60.54368,-151.22294,"","Field Msr/Obs",15,"cm","","","","","","1251731","Iron","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Unfiltered","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",250,"ug/L","Method Detection Level",188,"ug/L","","SGS","1251731023",2025-05-02,19:22:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000002","Water","Surface Water","10000002-2025-04-30-Mg-NA",2025-04-30,10:23:00.000000,"","",60.54368,-151.22294,"","Field Msr/Obs",15,"cm","","","","","","1251731","Magnesium","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Unfiltered","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",50,"ug/L","Method Detection Level",37.5,"ug/L","","SGS","1251731023",2025-05-02,19:22:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000002","Water","Surface Water","10000002-2025-04-30-Zn-NA",2025-04-30,10:23:00.000000,"","",60.54368,-151.22294,"","Field Msr/Obs",15,"cm","","","","","","1251731","Zinc","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Unfiltered","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L","","SGS","1251731023",2025-05-02,19:22:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000002","Water","Surface Water","10000002-2025-04-30-As-NA",2025-04-30,10:23:00.000000,"","",60.54368,-151.22294,"","Field Msr/Obs",15,"cm","","","","","","1251731","Arsenic","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L","","SGS","1251731038",2025-05-08,11:05:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000018","Water","Surface Water","10000018-2025-04-30-Cu",2025-04-30,10:47:00.000000,"","",60.502005,-151.106973,"","Field Msr/Obs",15,"cm","","","","","","1251731","Copper","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Unfiltered","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L","","SGS","1251731005",2025-05-02,15:30:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000018","Water","Surface Water","10000018-2025-04-30-Zn",2025-04-30,10:47:00.000000,"","",60.502005,-151.106973,"","Field Msr/Obs",15,"cm","","","","","","1251731","Zinc","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Unfiltered","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L","","SGS","1251731005",2025-05-02,15:30:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000018","Water","Surface Water","10000018-2025-04-30-Total P",2025-04-30,10:47:00.000000,"","",60.502005,-151.106973,"","Field Msr/Obs",15,"cm","","","","","","1251731","Total Phosphorus","4500-P-E","APHA","",0,"mg/L","U","Sampled",NA,"Total","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L","","SGS","1251731005",2025-05-07,09:36:00,"","","Cold packs","Plastic Bottle","Opaque","H2SO4"
"10000018","Water","Surface Water","10000018-2025-04-30-Cu-DUP",2025-04-30,10:47:00.000000,"","",60.502005,-151.106973,"","Quality Control Field Replicate Msr/Obs",15,"cm","","","","","","1251731","Copper","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Unfiltered","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L","","SGS","1251731006",2025-05-02,15:33:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000018","Water","Surface Water","10000018-2025-04-30-Pb-DUP",2025-04-30,10:47:00.000000,"","",60.502005,-151.106973,"","Quality Control Field Replicate Msr/Obs",15,"cm","","","","","","1251731","Lead","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",2,"ug/L","Method Detection Level",1.5,"ug/L","","SGS","1251731030",2025-05-02,19:43:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000020","Water","Surface Water","10000020-2025-04-30-Ca-NA",2025-04-30,09:58:00.000000,"","",60.48175453,-151.1306816,"","Field Msr/Obs",15,"cm","","","","","","1251731","Calcium","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Unfiltered","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",500,"ug/L","Method Detection Level",375,"ug/L","","SGS","1251731024",2025-05-02,19:25:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000020","Water","Surface Water","10000020-2025-04-30-Cu-NA",2025-04-30,09:58:00.000000,"","",60.48175453,-151.1306816,"","Field Msr/Obs",15,"cm","","","","","","1251731","Copper","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Unfiltered","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L","","SGS","1251731024",2025-05-02,19:25:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000020","Water","Surface Water","10000020-2025-04-30-Fe-NA",2025-04-30,09:58:00.000000,"","",60.48175453,-151.1306816,"","Field Msr/Obs",15,"cm","","","","","","1251731","Iron","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Unfiltered","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",250,"ug/L","Method Detection Level",188,"ug/L","","SGS","1251731024",2025-05-02,19:25:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000020","Water","Surface Water","10000020-2025-04-30-Mg-NA",2025-04-30,09:58:00.000000,"","",60.48175453,-151.1306816,"","Field Msr/Obs",15,"cm","","","","","","1251731","Magnesium","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Unfiltered","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",50,"ug/L","Method Detection Level",37.5,"ug/L","","SGS","1251731024",2025-05-02,19:25:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000021","Water","Surface Water","10000021-2025-04-30-Cu",2025-04-30,09:32:00.000000,"","",60.476634,-151.082099,"","Field Msr/Obs",15,"cm","","","","","","1251731","Copper","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Unfiltered","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L","","SGS","1251731008",2025-05-02,15:39:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000021","Water","Surface Water","10000021-2025-04-30-Zn",2025-04-30,09:32:00.000000,"","",60.476634,-151.082099,"","Field Msr/Obs",15,"cm","","","","","","1251731","Zinc","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Unfiltered","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L","","SGS","1251731008",2025-05-02,15:39:00,"","","Cold packs","Plastic Bottle","Opaque",NA
"10000021","Water","Surface Water","10000021-2025-04-30-Total P",2025-04-30,09:32:00.000000,"","",60.476634,-151.082099,"","Field Msr/Obs",15,"cm","","","","","","1251731","Total Phosphorus","4500-P-E","APHA","",0,"mg/L","U","Sampled",NA,"Total","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L","","SGS","1251731008",2025-05-07,09:41:00,"","","Cold packs","Plastic Bottle","Opaque","H2SO4"
"10000021","Water","Surface Water","10000021-2025-04-30-As",2025-04-30,09:32:00.000000,"","",60.476634,-151.082099,"","Field Msr/Obs",15,"cm","","","","","","1251731","Arsenic","200.8","USEPA","",0,"ug/L","U","Sampled",NA,"Dissolved","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L","","SGS","1251731032",2025-05-02,19:58:00,"","","Cold packs","Plastic Bottle","Opaque",NA
