"sample_id","collect_date","collect_time","lab_sample_id","sample_type","rec_date","rec_time","run_date","run_time","anl_batch","prp_batch","extraction_code","extracted_date","extracted_time","analyte","cas_number","analyte_flag","analytical_method","result","resultflag","repdl","limit_definition","units","analytical_cut","initial_wt_vol","final_vol","amount_spiked","percent_recovery","rec_limit_low","rec_limit_high","initial_conc","sample_rpd","rpd_limit_low","rpd_limit_high","rep_sig_digs","analysis_group","method_order","analte_order","loq","lod","dl","sdg","run_date_time","percent_recovered","allowable_limit","analyte_order","lab_name","matrix","site_id","monitoring_location_id"
"RM19-Slikok Creek","2023-07-18","11:06:00","1233640009","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Copper","7440-50-8","N","EP200.8",0,"U",1.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,3,1.5,1,"1233640","07/27/2023 17:27",NA,NA,42,"SGS North America, Anchorage, Alaska","Water","RM19-Slikok Creek","10000020"
"RM19-Slikok Creek","2023-07-18","11:06:00","1233640009","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Lead","7439-92-1","N","EP200.8",0,"U",1,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,2,1,0.5,"1233640","07/27/2023 17:27",NA,NA,13,"SGS North America, Anchorage, Alaska","Water","RM19-Slikok Creek","10000020"
"RM19-Slikok Creek","2023-07-18","11:06:00","1233640009","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Arsenic","7440-38-2","N","EP200.8",2.11,"J",2.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,5,2.5,1.5,"1233640","07/27/2023 17:27",NA,NA,3,"SGS North America, Anchorage, Alaska","Water","RM19-Slikok Creek","10000020"
"RM19-Slikok Creek","2023-07-18","11:06:00","1233640009","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Zinc","7440-66-6","N","EP200.8",6.3,"J",5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,10,5,3.1,"1233640","07/27/2023 17:27",NA,NA,32,"SGS North America, Anchorage, Alaska","Water","RM19-Slikok Creek","10000020"
"RM 19 - Slikok Creek","2023-07-18","11:06:00","1233640034","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36033","E200.2","2023-07-25","12:56:00","Iron","7439-89-6","N","EP200.8",1320,"=",125,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,250,125,78,"1233640","07/27/2023 19:52",NA,NA,12,"SGS North America, Anchorage, Alaska","Water","RM 19 - Slikok Creek","10000020"
"RM 19 - Slikok Creek","2023-07-18","11:06:00","1233640034","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36033","E200.2","2023-07-25","12:56:00","Magnesium","7439-95-4","N","EP200.8",3010,"=",25,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,50,25,15,"1233640","07/27/2023 19:52",NA,NA,14,"SGS North America, Anchorage, Alaska","Water","RM 19 - Slikok Creek","10000020"
"RM 19 - Slikok Creek","2023-07-18","11:06:00","1233640034","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36033","E200.2","2023-07-25","12:56:00","Zinc","7440-66-6","N","EP200.8",16,"=",5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,10,5,3.1,"1233640","07/27/2023 19:52",NA,NA,32,"SGS North America, Anchorage, Alaska","Water","RM 19 - Slikok Creek","10000020"
"RM 19 - Slikok Creek","2023-07-18","11:06:00","1233640034","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36033","E200.2","2023-07-25","12:56:00","Calcium","7440-70-2","N","EP200.8",12400,"=",250,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,500,250,150,"1233640","07/27/2023 19:52",NA,NA,8,"SGS North America, Anchorage, Alaska","Water","RM 19 - Slikok Creek","10000020"
"RM19-Slikok Creek","2023-07-18","11:06:00","1233640009","PS","2023-07-18","17:04:00",NA,NA,"WFI3055",NA,NA,NA,NA,"Total Nitrate/Nitrite-N","Nitrate+Nitrite","N","SM21 4500NO3-F",0.121,"J",0.1,"LOD","mg/L",2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"Waters Department",20,NA,0.2,0.1,0.05,"1233640","07/20/2023 16:34",NA,NA,11,"SGS North America, Anchorage, Alaska","Water","RM19-Slikok Creek","10000020"
"RM19-Slikok Creek","2023-07-18","11:06:00","1233640009","PS","2023-07-18","17:04:00",NA,NA,"WDA5565","WXX14862","SM21 4500P-B,E","2023-07-28","17:00:00","Total Phosphorus","Total Phosph.","N","SM21 4500P-B,E",0.0131,"J",0.02,"LOD","mg/L",1,25,25,NA,NA,NA,NA,NA,NA,NA,NA,3,"Waters Department",20,NA,0.04,0.02,0.012,"1233640","07/31/2023 13:06",NA,NA,266,"SGS North America, Anchorage, Alaska","Water","RM19-Slikok Creek","10000020"
"RM 21-SOLDOTNA BRIDGE","2023-05-03","09:27:00","FC5912-9","PS","2023-05-09",NA,"2023-05-22","12:05:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Calcium","7440-70-2","N","EPA 200.7",10600,"",100,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals",1,80,1000,100,1000,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","RM 21-SOLDOTNA BRIDGE","10000021"
"RM 21-SOLDOTNA BRIDGE","2023-05-03","09:27:00","FC5912-9","PS","2023-05-09",NA,"2023-05-22","12:05:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Copper","7440-50-8","N","EPA 200.7",0,"U",2,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Metals",1,110,25,2,25,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","RM 21-SOLDOTNA BRIDGE","10000021"
"RM 21-SOLDOTNA BRIDGE","2023-05-03","09:27:00","FC5912-9","PS","2023-05-09",NA,"2023-05-22","12:05:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Iron","7439-89-6","N","EPA 200.7",1560,"",50,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals",1,120,300,50,300,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","RM 21-SOLDOTNA BRIDGE","10000021"
"RM 21-SOLDOTNA BRIDGE","2023-05-03","09:27:00","FC5912-9","PS","2023-05-09",NA,"2023-05-22","12:05:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Magnesium","7439-95-4","N","EPA 200.7",0,"U",100,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals",1,140,5000,100,5000,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","RM 21-SOLDOTNA BRIDGE","10000021"
"RM 21-SOLDOTNA BRIDGE","2023-05-03","09:27:00","FC5912-9","PS","2023-05-09",NA,"2023-05-22","12:05:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Zinc","7440-66-6","N","EPA 200.7",0,"U",5,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Metals",1,280,20,5,20,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","RM 21-SOLDOTNA BRIDGE","10000021"
"RM 21 - Soldotna Bridge FB","2023-07-18","10:34:00","1233640051","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Arsenic","7440-38-2","N","EP200.8",0,"U",2.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,5,2.5,1.5,"1233640","07/27/2023 16:56",NA,NA,3,"SGS North America, Anchorage, Alaska","Water","RM 21 - Soldotna Bridge FB","10000021"
"RM 21 - Soldotna Bridge FB","2023-07-18","10:34:00","1233640051","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Cadmium","7440-43-9","N","EP200.8",0,"U",0.25,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,0.5,0.25,0.15,"1233640","07/27/2023 16:56",NA,NA,7,"SGS North America, Anchorage, Alaska","Water","RM 21 - Soldotna Bridge FB","10000021"
"RM 21 - Soldotna Bridge FB","2023-07-18","10:34:00","1233640051","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Chromium","7440-47-3","N","EP200.8",0,"U",2.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,5,2.5,2.5,"1233640","07/27/2023 16:56",NA,NA,10,"SGS North America, Anchorage, Alaska","Water","RM 21 - Soldotna Bridge FB","10000021"
"RM 21 - Soldotna Bridge FB","2023-07-18","10:34:00","1233640051","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Copper","7440-50-8","N","EP200.8",0,"U",1.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,3,1.5,1,"1233640","07/27/2023 16:56",NA,NA,42,"SGS North America, Anchorage, Alaska","Water","RM 21 - Soldotna Bridge FB","10000021"
"RM 21 - Soldotna Bridge FB","2023-07-18","10:34:00","1233640051","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Lead","7439-92-1","N","EP200.8",0,"U",1,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,2,1,0.5,"1233640","07/27/2023 16:56",NA,NA,13,"SGS North America, Anchorage, Alaska","Water","RM 21 - Soldotna Bridge FB","10000021"
"RM21-Soldotna Bridge","2023-07-18","10:34:00","1233640010","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Lead","7439-92-1","N","EP200.8",0,"U",1,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,2,1,0.5,"1233640","07/27/2023 17:30",NA,NA,13,"SGS North America, Anchorage, Alaska","Water","RM21-Soldotna Bridge","10000021"
"RM21-Soldotna Bridge","2023-07-18","10:34:00","1233640010","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Arsenic","7440-38-2","N","EP200.8",0,"U",2.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,5,2.5,1.5,"1233640","07/27/2023 17:30",NA,NA,3,"SGS North America, Anchorage, Alaska","Water","RM21-Soldotna Bridge","10000021"
"RM21-Soldotna Bridge","2023-07-18","10:34:00","1233640010","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Cadmium","7440-43-9","N","EP200.8",0,"U",0.25,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,0.5,0.25,0.15,"1233640","07/27/2023 17:30",NA,NA,7,"SGS North America, Anchorage, Alaska","Water","RM21-Soldotna Bridge","10000021"
"RM21-Soldotna Bridge","2023-07-18","10:34:00","1233640010","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Chromium","7440-47-3","N","EP200.8",0,"U",2.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,5,2.5,2.5,"1233640","07/27/2023 17:30",NA,NA,10,"SGS North America, Anchorage, Alaska","Water","RM21-Soldotna Bridge","10000021"
"RM21-Soldotna Bridge","2023-07-18","10:34:00","1233640010","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Copper","7440-50-8","N","EP200.8",0,"U",1.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,3,1.5,1,"1233640","07/27/2023 17:30",NA,NA,42,"SGS North America, Anchorage, Alaska","Water","RM21-Soldotna Bridge","10000021"
"RM 21 - Soldotna Bridge","2023-07-18","10:34:00","1233640035","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36033","E200.2","2023-07-25","12:56:00","Copper","7440-50-8","N","EP200.8",1.12,"J",1.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,3,1.5,1,"1233640","07/27/2023 19:54",NA,NA,11,"SGS North America, Anchorage, Alaska","Water","RM 21 - Soldotna Bridge","10000021"
"RM 21 - Soldotna Bridge FB","2023-07-18","10:34:00","1233640051","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Zinc","7440-66-6","N","EP200.8",3.54,"J",5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,10,5,3.1,"1233640","07/27/2023 16:56",NA,NA,32,"SGS North America, Anchorage, Alaska","Water","RM 21 - Soldotna Bridge FB","10000021"
"RM21-Soldotna Bridge","2023-07-18","10:34:00","1233640010","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Zinc","7440-66-6","N","EP200.8",4.3,"J",5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,10,5,3.1,"1233640","07/27/2023 17:30",NA,NA,32,"SGS North America, Anchorage, Alaska","Water","RM21-Soldotna Bridge","10000021"
"RM 21 - Soldotna Bridge","2023-07-18","10:34:00","1233640035","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36033","E200.2","2023-07-25","12:56:00","Calcium","7440-70-2","N","EP200.8",12900,"=",250,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,500,250,150,"1233640","07/27/2023 19:54",NA,NA,8,"SGS North America, Anchorage, Alaska","Water","RM 21 - Soldotna Bridge","10000021"
"RM 21 - Soldotna Bridge","2023-07-18","10:34:00","1233640035","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36033","E200.2","2023-07-25","12:56:00","Iron","7439-89-6","N","EP200.8",697,"=",125,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,250,125,78,"1233640","07/27/2023 19:54",NA,NA,12,"SGS North America, Anchorage, Alaska","Water","RM 21 - Soldotna Bridge","10000021"
"RM 21 - Soldotna Bridge","2023-07-18","10:34:00","1233640035","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36033","E200.2","2023-07-25","12:56:00","Magnesium","7439-95-4","N","EP200.8",1200,"=",25,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,50,25,15,"1233640","07/27/2023 19:54",NA,NA,14,"SGS North America, Anchorage, Alaska","Water","RM 21 - Soldotna Bridge","10000021"
"RM 21 - Soldotna Bridge","2023-07-18","10:34:00","1233640035","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36033","E200.2","2023-07-25","12:56:00","Zinc","7440-66-6","N","EP200.8",15.1,"=",5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,10,5,3.1,"1233640","07/27/2023 19:54",NA,NA,32,"SGS North America, Anchorage, Alaska","Water","RM 21 - Soldotna Bridge","10000021"
"RM21-Soldotna Bridge","2023-07-18","10:34:00","1233640010","PS","2023-07-18","17:04:00",NA,NA,"WFI3055",NA,NA,NA,NA,"Total Nitrate/Nitrite-N","Nitrate+Nitrite","N","SM21 4500NO3-F",0.248,"=",0.1,"LOD","mg/L",2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"Waters Department",20,NA,0.2,0.1,0.05,"1233640","07/20/2023 16:35",NA,NA,11,"SGS North America, Anchorage, Alaska","Water","RM21-Soldotna Bridge","10000021"
"RM21-Soldotna Bridge","2023-07-18","10:34:00","1233640010","PS","2023-07-18","17:04:00",NA,NA,"WDA5565","WXX14862","SM21 4500P-B,E","2023-07-28","17:00:00","Total Phosphorus","Total Phosph.","N","SM21 4500P-B,E",0,"U",0.02,"LOD","mg/L",1,25,25,NA,NA,NA,NA,NA,NA,NA,NA,3,"Waters Department",20,NA,0.04,0.02,0.012,"1233640","07/31/2023 13:07",NA,NA,266,"SGS North America, Anchorage, Alaska","Water","RM21-Soldotna Bridge","10000021"
"RM 22-SOLDOTNA CREEK","2023-05-02","09:49:00","FC5912-10","PS","2023-05-09",NA,"2023-05-22","12:10:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Calcium","7440-70-2","N","EPA 200.7",10400,"",100,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals",1,80,1000,100,1000,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","RM 22-SOLDOTNA CREEK","10000022"
"RM 22-SOLDOTNA CREEK","2023-05-02","09:49:00","FC5912-10","PS","2023-05-09",NA,"2023-05-22","12:10:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Copper","7440-50-8","N","EPA 200.7",0,"U",2,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Metals",1,110,25,2,25,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","RM 22-SOLDOTNA CREEK","10000022"
"RM 22-SOLDOTNA CREEK","2023-05-02","09:49:00","FC5912-10","PS","2023-05-09",NA,"2023-05-22","12:10:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Iron","7439-89-6","N","EPA 200.7",1330,"",50,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals",1,120,300,50,300,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","RM 22-SOLDOTNA CREEK","10000022"
"RM 22-SOLDOTNA CREEK","2023-05-02","09:49:00","FC5912-10","PS","2023-05-09",NA,"2023-05-22","12:10:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Magnesium","7439-95-4","N","EPA 200.7",0,"U",100,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals",1,140,5000,100,5000,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","RM 22-SOLDOTNA CREEK","10000022"
"RM 22-SOLDOTNA CREEK","2023-05-02","09:49:00","FC5912-10","PS","2023-05-09",NA,"2023-05-22","12:10:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Zinc","7440-66-6","N","EPA 200.7",0,"U",5,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Metals",1,280,20,5,20,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","RM 22-SOLDOTNA CREEK","10000022"
"RM 22 - Soldotna Creek","2023-07-18","09:09:00","1233640036","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36033","E200.2","2023-07-25","12:56:00","Copper","7440-50-8","N","EP200.8",0,"U",1.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,3,1.5,1,"1233640","07/27/2023 19:57",NA,NA,11,"SGS North America, Anchorage, Alaska","Water","RM 22 - Soldotna Creek","10000022"
"RM22-Soldotna Creek","2023-07-18","09:09:00","1233640011","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Cadmium","7440-43-9","N","EP200.8",0,"U",0.25,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,0.5,0.25,0.15,"1233640","07/27/2023 17:32",NA,NA,7,"SGS North America, Anchorage, Alaska","Water","RM22-Soldotna Creek","10000022"
"RM22-Soldotna Creek","2023-07-18","09:09:00","1233640011","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Chromium","7440-47-3","N","EP200.8",0,"U",2.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,5,2.5,2.5,"1233640","07/27/2023 17:32",NA,NA,10,"SGS North America, Anchorage, Alaska","Water","RM22-Soldotna Creek","10000022"
"RM22-Soldotna Creek","2023-07-18","09:09:00","1233640011","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Copper","7440-50-8","N","EP200.8",0,"U",1.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,3,1.5,1,"1233640","07/27/2023 17:32",NA,NA,42,"SGS North America, Anchorage, Alaska","Water","RM22-Soldotna Creek","10000022"
"RM22-Soldotna Creek","2023-07-18","09:09:00","1233640011","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Lead","7439-92-1","N","EP200.8",0,"U",1,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,2,1,0.5,"1233640","07/27/2023 17:32",NA,NA,13,"SGS North America, Anchorage, Alaska","Water","RM22-Soldotna Creek","10000022"
"RM22-Soldotna Creek","2023-07-18","09:09:00","1233640011","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Zinc","7440-66-6","N","EP200.8",4.23,"J",5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,10,5,3.1,"1233640","07/27/2023 17:32",NA,NA,32,"SGS North America, Anchorage, Alaska","Water","RM22-Soldotna Creek","10000022"
"RM22-Soldotna Creek","2023-07-18","09:09:00","1233640011","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36032","E200.2","2023-07-25","12:56:00","Arsenic","7440-38-2","N","EP200.8",7.51,"=",2.5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Dissolved Metals by ICP/MS",17,NA,5,2.5,1.5,"1233640","07/27/2023 17:32",NA,NA,3,"SGS North America, Anchorage, Alaska","Water","RM22-Soldotna Creek","10000022"
"RM 22 - Soldotna Creek","2023-07-18","09:09:00","1233640036","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36033","E200.2","2023-07-25","12:56:00","Calcium","7440-70-2","N","EP200.8",16800,"=",250,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,500,250,150,"1233640","07/27/2023 19:57",NA,NA,8,"SGS North America, Anchorage, Alaska","Water","RM 22 - Soldotna Creek","10000022"
"RM 22 - Soldotna Creek","2023-07-18","09:09:00","1233640036","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36033","E200.2","2023-07-25","12:56:00","Iron","7439-89-6","N","EP200.8",896,"=",125,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,250,125,78,"1233640","07/27/2023 19:57",NA,NA,12,"SGS North America, Anchorage, Alaska","Water","RM 22 - Soldotna Creek","10000022"
"RM 22 - Soldotna Creek","2023-07-18","09:09:00","1233640036","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36033","E200.2","2023-07-25","12:56:00","Magnesium","7439-95-4","N","EP200.8",4160,"=",25,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,50,25,15,"1233640","07/27/2023 19:57",NA,NA,14,"SGS North America, Anchorage, Alaska","Water","RM 22 - Soldotna Creek","10000022"
"RM 22 - Soldotna Creek","2023-07-18","09:09:00","1233640036","PS","2023-07-18","17:04:00",NA,NA,"MMS12014","MXX36033","E200.2","2023-07-25","12:56:00","Zinc","7440-66-6","N","EP200.8",15.2,"=",5,"LOD","ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,10,5,3.1,"1233640","07/27/2023 19:57",NA,NA,32,"SGS North America, Anchorage, Alaska","Water","RM 22 - Soldotna Creek","10000022"
"RM22-Soldotna Creek","2023-07-18","09:09:00","1233640011","PS","2023-07-18","17:04:00",NA,NA,"WFI3055",NA,NA,NA,NA,"Total Nitrate/Nitrite-N","Nitrate+Nitrite","N","SM21 4500NO3-F",0.0798,"J",0.1,"LOD","mg/L",2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"Waters Department",20,NA,0.2,0.1,0.05,"1233640","07/20/2023 16:37",NA,NA,11,"SGS North America, Anchorage, Alaska","Water","RM22-Soldotna Creek","10000022"
"RM22-Soldotna Creek","2023-07-18","09:09:00","1233640011","PS","2023-07-18","17:04:00",NA,NA,"WDA5565","WXX14862","SM21 4500P-B,E","2023-07-28","17:00:00","Total Phosphorus","Total Phosph.","N","SM21 4500P-B,E",0.0859,"=",0.02,"LOD","mg/L",1,25,25,NA,NA,NA,NA,NA,NA,NA,NA,3,"Waters Department",20,NA,0.04,0.02,0.012,"1233640","07/31/2023 13:08",NA,NA,266,"SGS North America, Anchorage, Alaska","Water","RM22-Soldotna Creek","10000022"
"RM 23-SWIFTWATER PARK","2023-05-02","10:20:00","FC5912-11","PS","2023-05-09",NA,"2023-05-22","12:15:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Calcium","7440-70-2","N","EPA 200.7",15400,"",100,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals",1,80,1000,100,1000,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","RM 23-SWIFTWATER PARK","10000023"
"RM 23-SWIFTWATER PARK","2023-05-02","10:20:00","FC5912-11","PS","2023-05-09",NA,"2023-05-22","12:15:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Copper","7440-50-8","N","EPA 200.7",0,"U",2,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Metals",1,110,25,2,25,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","RM 23-SWIFTWATER PARK","10000023"
