PROJECT_ID,SAMPLE_ID,MATRIX,COLLECT_DATE,LAB_SAMPLE_ID,SAMPLE_TYPE,LOCATION,REC_DATE,RUN_DATE_TIME,ANL_BATCH,PRP_BATCH,EXTRACTION_CODE,EXTRACTED_DATE,ANALYTE,CAS_NUMBER,ANALYTE_FLAG,ANALYTICAL_METHOD,RESULT,RESULTFLAG,TEXT_RESULT,REPDL,LIMIT_DEFINITION,UNITS,ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,ALLOWABLE_LIMIT,DISSOLVED,ANALYSIS_GROUP,METHOD_ORDER,ANALYTE_ORDER,LOQ,LOD,DL,SDG
Kenai River Baseline Water Qu.,RM 21 - Soldotna Bridge FB,1,7/18/2023 10:34,1233640051,PS,,7/18/2023 17:04,7/27/2023 16:56,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Arsenic,7440-38-2,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,3,5,2.5,1.5,1233640
Kenai River Baseline Water Qu.,RM 21 - Soldotna Bridge FB,1,7/18/2023 10:34,1233640051,PS,,7/18/2023 17:04,7/27/2023 16:56,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Cadmium,7440-43-9,N,EP200.8,0,U,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1233640
Kenai River Baseline Water Qu.,RM 21 - Soldotna Bridge FB,1,7/18/2023 10:34,1233640051,PS,,7/18/2023 17:04,7/27/2023 16:56,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1233640
Kenai River Baseline Water Qu.,RM 21 - Soldotna Bridge FB,1,7/18/2023 10:34,1233640051,PS,,7/18/2023 17:04,7/27/2023 16:56,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Copper,7440-50-8,N,EP200.8,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,42,3,1.5,1,1233640
Kenai River Baseline Water Qu.,RM 21 - Soldotna Bridge FB,1,7/18/2023 10:34,1233640051,PS,,7/18/2023 17:04,7/27/2023 16:56,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Lead,7439-92-1,N,EP200.8,0,U,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1233640
Kenai River Baseline Water Qu.,RM 22 - Soldotna Creek,1,7/18/2023 9:09,1233640036,PS,,7/18/2023 17:04,7/27/2023 19:57,MMS12014,MXX36033,E200.2,7/25/2023 12:56,Copper,7440-50-8,N,EP200.8,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,.,Metals by ICP/MS,15,11,3,1.5,1,1233640
Kenai River Baseline Water Qu.,RM 23-Swiftwater Park,1,7/18/2023 9:51,1233640012,PS,,7/18/2023 17:04,7/27/2023 17:35,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1233640
Kenai River Baseline Water Qu.,RM 31 - Morgan's Landing,1,7/18/2023 9:25,1233640039,PS,,7/18/2023 17:04,7/27/2023 19:30,MMS12014,MXX36033,E200.2,7/25/2023 12:56,Copper,7440-50-8,N,EP200.8,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,.,Metals by ICP/MS,15,11,3,1.5,1,1233640
Kenai River Baseline Water Qu.,RM 79.5 - Juneau Creek,1,7/18/2023 8:50,1233640049,PS,,7/18/2023 17:04,7/27/2023 20:31,MMS12014,MXX36033,E200.2,7/25/2023 12:56,Iron,7439-89-6,N,EP200.8,0,U,,125,LOD,ug/L,1,20,50,,,,,,,,,,,3,,.,Metals by ICP/MS,15,12,250,125,78,1233640
Kenai River Baseline Water Qu.,RM0-No Name Creek DUP,1,7/18/2023 11:25,1233640002,PS,,7/18/2023 17:04,7/27/2023 17:04,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Cadmium,7440-43-9,N,EP200.8,0,U,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1233640
Kenai River Baseline Water Qu.,RM0-No Name Creek DUP,1,7/18/2023 11:25,1233640002,PS,,7/18/2023 17:04,7/27/2023 17:04,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1233640
Kenai River Baseline Water Qu.,RM 30 - Funny River,1,7/18/2023 11:35,1233640038,PS,,7/18/2023 17:04,7/27/2023 20:02,MMS12014,MXX36033,E200.2,7/25/2023 12:56,Copper,7440-50-8,N,EP200.8,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,.,Metals by ICP/MS,15,11,3,1.5,1,1233640
Kenai River Baseline Water Qu.,RM 50 - Skilak Lake Outflow,1,7/18/2023 9:21,1233640045,PS,,7/18/2023 17:04,7/27/2023 20:15,MMS12014,MXX36033,E200.2,7/25/2023 12:56,Iron,7439-89-6,N,EP200.8,0,U,,125,LOD,ug/L,1,20,50,,,,,,,,,,,3,,.,Metals by ICP/MS,15,12,250,125,78,1233640
Kenai River Baseline Water Qu.,RM 74 - Russian River,1,7/18/2023 9:53,1233640047,PS,,7/18/2023 17:04,7/27/2023 20:25,MMS12014,MXX36033,E200.2,7/25/2023 12:56,Iron,7439-89-6,N,EP200.8,0,U,,125,LOD,ug/L,1,20,50,,,,,,,,,,,3,,.,Metals by ICP/MS,15,12,250,125,78,1233640
Kenai River Baseline Water Qu.,RM0-No Name Creek,1,7/18/2023 11:12,1233640001,PS,,7/18/2023 17:04,7/27/2023 17:01,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Cadmium,7440-43-9,N,EP200.8,0,U,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1233640
Kenai River Baseline Water Qu.,RM0-No Name Creek,1,7/18/2023 11:12,1233640001,PS,,7/18/2023 17:04,7/27/2023 17:01,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1233640
Kenai River Baseline Water Qu.,RM0-No Name Creek,1,7/18/2023 11:12,1233640001,PS,,7/18/2023 17:04,7/27/2023 17:01,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Lead,7439-92-1,N,EP200.8,0,U,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1233640
Kenai River Baseline Water Qu.,RM0-No Name Creek DUP,1,7/18/2023 11:25,1233640002,PS,,7/18/2023 17:04,7/27/2023 17:04,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Lead,7439-92-1,N,EP200.8,0,U,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1233640
Kenai River Baseline Water Qu.,RM1.5-Kenai City Dock,1,7/18/2023 10:30,1233640003,PS,,7/18/2023 17:04,7/27/2023 17:06,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Cadmium,7440-43-9,N,EP200.8,0,U,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1233640
Kenai River Baseline Water Qu.,RM1.5-Kenai City Dock,1,7/18/2023 10:30,1233640003,PS,,7/18/2023 17:04,7/27/2023 17:06,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1233640
Kenai River Baseline Water Qu.,RM1.5-Kenai City Dock,1,7/18/2023 10:30,1233640003,PS,,7/18/2023 17:04,7/27/2023 17:06,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Lead,7439-92-1,N,EP200.8,0,U,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1233640
Kenai River Baseline Water Qu.,RM10.1-Kenai River,1,7/18/2023 10:15,1233640006,PS,,7/18/2023 17:04,7/27/2023 17:19,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Arsenic,7440-38-2,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,3,5,2.5,1.5,1233640
Kenai River Baseline Water Qu.,RM10.1-Kenai River,1,7/18/2023 10:15,1233640006,PS,,7/18/2023 17:04,7/27/2023 17:19,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Cadmium,7440-43-9,N,EP200.8,0,U,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1233640
Kenai River Baseline Water Qu.,RM10-Beaver Creek,1,7/18/2023 9:45,1233640005,PS,,7/18/2023 17:04,7/27/2023 17:17,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Cadmium,7440-43-9,N,EP200.8,0,U,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1233640
Kenai River Baseline Water Qu.,RM10-Beaver Creek,1,7/18/2023 9:45,1233640005,PS,,7/18/2023 17:04,7/27/2023 17:17,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1233640
Kenai River Baseline Water Qu.,RM10-Beaver Creek,1,7/18/2023 9:45,1233640005,PS,,7/18/2023 17:04,7/27/2023 17:17,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Copper,7440-50-8,N,EP200.8,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,42,3,1.5,1,1233640
Kenai River Baseline Water Qu.,RM10-Beaver Creek,1,7/18/2023 9:45,1233640005,PS,,7/18/2023 17:04,7/27/2023 17:17,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Lead,7439-92-1,N,EP200.8,0,U,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1233640
Kenai River Baseline Water Qu.,RM12.5-Pillars,1,7/18/2023 10:35,1233640007,PS,,7/18/2023 17:04,7/27/2023 17:22,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Lead,7439-92-1,N,EP200.8,0,U,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1233640
Kenai River Baseline Water Qu.,RM18-Poacher's Cove,1,7/18/2023 10:55,1233640008,PS,,7/18/2023 17:04,7/27/2023 17:25,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Arsenic,7440-38-2,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,3,5,2.5,1.5,1233640
Kenai River Baseline Water Qu.,RM18-Poacher's Cove,1,7/18/2023 10:55,1233640008,PS,,7/18/2023 17:04,7/27/2023 17:25,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Cadmium,7440-43-9,N,EP200.8,0,U,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1233640
Kenai River Baseline Water Qu.,RM19-Slikok Creek,1,7/18/2023 11:06,1233640009,PS,,7/18/2023 17:04,7/27/2023 17:27,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Cadmium,7440-43-9,N,EP200.8,0,U,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1233640
Kenai River Baseline Water Qu.,RM19-Slikok Creek,1,7/18/2023 11:06,1233640009,PS,,7/18/2023 17:04,7/27/2023 17:27,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1233640
Kenai River Baseline Water Qu.,RM19-Slikok Creek,1,7/18/2023 11:06,1233640009,PS,,7/18/2023 17:04,7/27/2023 17:27,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Copper,7440-50-8,N,EP200.8,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,42,3,1.5,1,1233640
Kenai River Baseline Water Qu.,RM19-Slikok Creek,1,7/18/2023 11:06,1233640009,PS,,7/18/2023 17:04,7/27/2023 17:27,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Lead,7439-92-1,N,EP200.8,0,U,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1233640
Kenai River Baseline Water Qu.,RM21-Soldotna Bridge,1,7/18/2023 10:34,1233640010,PS,,7/18/2023 17:04,7/27/2023 17:30,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Lead,7439-92-1,N,EP200.8,0,U,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1233640
Kenai River Baseline Water Qu.,RM22-Soldotna Creek,1,7/18/2023 9:09,1233640011,PS,,7/18/2023 17:04,7/27/2023 17:32,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Cadmium,7440-43-9,N,EP200.8,0,U,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1233640
Kenai River Baseline Water Qu.,RM30-Funny River,1,7/18/2023 11:35,1233640013,PS,,7/18/2023 17:04,7/27/2023 17:38,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Cadmium,7440-43-9,N,EP200.8,0,U,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1233640
Kenai River Baseline Water Qu.,RM30-Funny River,1,7/18/2023 11:35,1233640013,PS,,7/18/2023 17:04,7/27/2023 17:38,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1233640
Kenai River Baseline Water Qu.,RM30-Funny River,1,7/18/2023 11:35,1233640013,PS,,7/18/2023 17:04,7/27/2023 17:38,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Copper,7440-50-8,N,EP200.8,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,42,3,1.5,1,1233640
Kenai River Baseline Water Qu.,RM30-Funny River,1,7/18/2023 11:35,1233640013,PS,,7/18/2023 17:04,7/27/2023 17:38,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Lead,7439-92-1,N,EP200.8,0,U,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1233640
Kenai River Baseline Water Qu.,RM10.1-Kenai River,1,7/18/2023 10:15,1233640006,PS,,7/18/2023 17:04,7/27/2023 17:19,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1233640
Kenai River Baseline Water Qu.,RM10.1-Kenai River,1,7/18/2023 10:15,1233640006,PS,,7/18/2023 17:04,7/27/2023 17:19,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Copper,7440-50-8,N,EP200.8,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,42,3,1.5,1,1233640
Kenai River Baseline Water Qu.,RM10.1-Kenai River,1,7/18/2023 10:15,1233640006,PS,,7/18/2023 17:04,7/27/2023 17:19,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Lead,7439-92-1,N,EP200.8,0,U,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1233640
Kenai River Baseline Water Qu.,RM12.5-Pillars,1,7/18/2023 10:35,1233640007,PS,,7/18/2023 17:04,7/27/2023 17:22,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Arsenic,7440-38-2,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,3,5,2.5,1.5,1233640
Kenai River Baseline Water Qu.,RM12.5-Pillars,1,7/18/2023 10:35,1233640007,PS,,7/18/2023 17:04,7/27/2023 17:22,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Cadmium,7440-43-9,N,EP200.8,0,U,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1233640
Kenai River Baseline Water Qu.,RM12.5-Pillars,1,7/18/2023 10:35,1233640007,PS,,7/18/2023 17:04,7/27/2023 17:22,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1233640
Kenai River Baseline Water Qu.,RM12.5-Pillars,1,7/18/2023 10:35,1233640007,PS,,7/18/2023 17:04,7/27/2023 17:22,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Copper,7440-50-8,N,EP200.8,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,42,3,1.5,1,1233640
Kenai River Baseline Water Qu.,RM18-Poacher's Cove,1,7/18/2023 10:55,1233640008,PS,,7/18/2023 17:04,7/27/2023 17:25,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1233640
Kenai River Baseline Water Qu.,RM18-Poacher's Cove,1,7/18/2023 10:55,1233640008,PS,,7/18/2023 17:04,7/27/2023 17:25,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Copper,7440-50-8,N,EP200.8,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,42,3,1.5,1,1233640
Kenai River Baseline Water Qu.,RM18-Poacher's Cove,1,7/18/2023 10:55,1233640008,PS,,7/18/2023 17:04,7/27/2023 17:25,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Lead,7439-92-1,N,EP200.8,0,U,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1233640
Kenai River Baseline Water Qu.,RM21-Soldotna Bridge,1,7/18/2023 10:34,1233640010,PS,,7/18/2023 17:04,7/27/2023 17:30,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Arsenic,7440-38-2,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,3,5,2.5,1.5,1233640
Kenai River Baseline Water Qu.,RM21-Soldotna Bridge,1,7/18/2023 10:34,1233640010,PS,,7/18/2023 17:04,7/27/2023 17:30,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Cadmium,7440-43-9,N,EP200.8,0,U,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1233640
Kenai River Baseline Water Qu.,RM21-Soldotna Bridge,1,7/18/2023 10:34,1233640010,PS,,7/18/2023 17:04,7/27/2023 17:30,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1233640
Kenai River Baseline Water Qu.,RM21-Soldotna Bridge,1,7/18/2023 10:34,1233640010,PS,,7/18/2023 17:04,7/27/2023 17:30,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Copper,7440-50-8,N,EP200.8,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,42,3,1.5,1,1233640
Kenai River Baseline Water Qu.,RM22-Soldotna Creek,1,7/18/2023 9:09,1233640011,PS,,7/18/2023 17:04,7/27/2023 17:32,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1233640
Kenai River Baseline Water Qu.,RM22-Soldotna Creek,1,7/18/2023 9:09,1233640011,PS,,7/18/2023 17:04,7/27/2023 17:32,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Copper,7440-50-8,N,EP200.8,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,42,3,1.5,1,1233640
Kenai River Baseline Water Qu.,RM22-Soldotna Creek,1,7/18/2023 9:09,1233640011,PS,,7/18/2023 17:04,7/27/2023 17:32,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Lead,7439-92-1,N,EP200.8,0,U,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1233640
Kenai River Baseline Water Qu.,RM6.5-Cunningham Park,1,7/18/2023 9:05,1233640004,PS,,7/18/2023 17:04,7/27/2023 17:14,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Arsenic,7440-38-2,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,3,5,2.5,1.5,1233640
Kenai River Baseline Water Qu.,RM6.5-Cunningham Park,1,7/18/2023 9:05,1233640004,PS,,7/18/2023 17:04,7/27/2023 17:14,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Cadmium,7440-43-9,N,EP200.8,0,U,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,7,0.5,0.25,0.15,1233640
Kenai River Baseline Water Qu.,RM6.5-Cunningham Park,1,7/18/2023 9:05,1233640004,PS,,7/18/2023 17:04,7/27/2023 17:14,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,10,5,2.5,2.5,1233640
Kenai River Baseline Water Qu.,RM6.5-Cunningham Park,1,7/18/2023 9:05,1233640004,PS,,7/18/2023 17:04,7/27/2023 17:14,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Copper,7440-50-8,N,EP200.8,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,42,3,1.5,1,1233640
Kenai River Baseline Water Qu.,RM6.5-Cunningham Park,1,7/18/2023 9:05,1233640004,PS,,7/18/2023 17:04,7/27/2023 17:14,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Lead,7439-92-1,N,EP200.8,0,U,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,,L,Dissolved Metals by ICP/MS,17,13,2,1,0.5,1233640
,MB for HBN 1859841 [MXX/36032],1,,1724393,MB,,7/25/2023 14:53,7/27/2023 16:45,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Copper,7440-50-8,N,EP200.8,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,(<1000),.,Metals by ICP/MS,15,11,3,1.5,1,1233640
,MB for HBN 1859841 [MXX/36032],1,,1724393,MB,,7/25/2023 14:53,7/27/2023 16:45,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Lead,7439-92-1,N,EP200.8,0,U,,1,LOD,ug/L,1,20,50,,,,,,,,,,,3,(<15),.,Metals by ICP/MS,15,13,2,1,0.5,1233640
,MB for HBN 1859841 [MXX/36032],1,,1724393,MB,,7/25/2023 14:53,7/27/2023 16:45,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Zinc,7440-66-6,N,EP200.8,0,U,,5,LOD,ug/L,1,20,50,,,,,,,,,,,3,(<5000),.,Metals by ICP/MS,15,32,10,5,3.1,1233640
,MB for HBN 1859842 [MXX/36033],1,,1724398,MB,,7/25/2023 15:05,7/27/2023 19:22,MMS12014,MXX36033,E200.2,7/25/2023 12:56,Copper,7440-50-8,N,EP200.8,0,U,,1.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,(<1000),.,Metals by ICP/MS,15,11,3,1.5,1,1233640
,MB for HBN 1859841 [MXX/36032],1,,1724393,MB,,7/25/2023 14:53,7/27/2023 16:45,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Arsenic,7440-38-2,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,(<10),.,Metals by ICP/MS,15,3,5,2.5,1.5,1233640
,MB for HBN 1859841 [MXX/36032],1,,1724393,MB,,7/25/2023 14:53,7/27/2023 16:45,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Cadmium,7440-43-9,N,EP200.8,0,U,,0.25,LOD,ug/L,1,20,50,,,,,,,,,,,3,(<5),.,Metals by ICP/MS,15,7,0.5,0.25,0.15,1233640
,MB for HBN 1859841 [MXX/36032],1,,1724393,MB,,7/25/2023 14:53,7/27/2023 16:45,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,,,,,,,,,3,(<100),.,Metals by ICP/MS,15,9,5,2.5,2.5,1233640
,LLQC for HBN 1859841 [MXX/3603,1,,1724395,LLQC,,7/25/2023 14:53,7/27/2023 16:49,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Chromium,7440-47-3,N,EP200.8,0,U,,2.5,LOD,ug/L,1,20,50,,,2,0,,,,,,,3,(<100),.,Metals by ICP/MS,15,9,5,2.5,2.5,1233640
,LLQC for HBN 1859841 [MXX/3603,1,,1724395,LLQC,,7/25/2023 14:53,7/27/2023 16:49,MMS12014,MXX36032,E200.2,7/25/2023 12:56,Lead,7439-92-1,N,EP200.8,0,U,,1,LOD,ug/L,1,20,50,,,0.2,0,,,,,,,3,(<15),.,Metals by ICP/MS,15,13,2,1,0.5,1233640
