"PROJECT_ID","SAMPLE_ID","MATRIX","COLLECT_DATE","LAB_SAMPLE_ID","SAMPLE_TYPE","LOCATION","REC_DATE","RUN_DATE_TIME","ANL_BATCH","PRP_BATCH","EXTRACTION_CODE","EXTRACTED_DATE","ANALYTE","DISSOLVED","CAS_NUMBER","ANALYTE_FLAG","ANALYTICAL_METHOD",RESULT,"RESULTFLAG","TEXT_RESULT",MDL,REPDL,"UNITS",ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,"ALLOWABLE_LIMIT","ANALYSIS_GROUP",METHOD_ORDER,ANALYTE_ORDER,"ANALYST",LOQ,LOD,DL
"","QCS for HBN 1783709 [MMS/10267","1","","1464817","QCS","","08/06/2018 13:00","08/04/2018 16:53","MMS10267","","","","Lead",".","7439-92-1","N","EP200.8",25.7,"=","",,0.04,"ug/L",1,100,100,,,25,103,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.0248
"","QCS for HBN 1783709 [MMS/10267","1","","1464817","QCS","","08/06/2018 13:00","08/04/2018 16:53","MMS10267","","","","Zinc",".","7440-66-6","N","EP200.8",128,"=","",,1,"ug/L",1,100,100,,,125,103,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",2,1,1
"Kenai River-Baseline (ADFG)","Rm 19 Slikok Creek","1","07/31/2018 09:10","1184102001","PS","","07/31/2018 16:00","08/01/2018 10:23","WFI2731","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0.139,"=","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"AYC",0.1,0.05,0.025
"Kenai River-Baseline (ADFG)","Rm 19 Slikok Creek","1","07/31/2018 09:10","1184102001","PS","","07/31/2018 16:00","08/04/2018 21:25","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Arsenic","F","7440-38-2","N","EP200.8",0,"U","",,5,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,3,"DSH",5,2.5,1.5
"Kenai River-Baseline (ADFG)","Rm 19 Slikok Creek","1","07/31/2018 09:10","1184102001","PS","","07/31/2018 16:00","08/04/2018 21:25","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Cadmium","F","7440-43-9","N","EP200.8",0,"U","",,0.5,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,7,"DSH",0.5,0.25,0.15
"Kenai River-Baseline (ADFG)","Rm 19 Slikok Creek","1","07/31/2018 09:10","1184102001","PS","","07/31/2018 16:00","08/04/2018 21:25","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Chromium","F","7440-47-3","N","EP200.8",0,"U","",,2,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,10,"DSH",2,1,0.78
"Kenai River-Baseline (ADFG)","Rm 19 Slikok Creek","1","07/31/2018 09:10","1184102001","PS","","07/31/2018 16:00","08/04/2018 21:25","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Copper","F","7440-50-8","N","EP200.8",1.29,"=","",,1,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,42,"DSH",1,0.5,0.31
"Kenai River-Baseline (ADFG)","Rm 19 Slikok Creek","1","07/31/2018 09:10","1184102001","PS","","07/31/2018 16:00","08/04/2018 21:25","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Lead","F","7439-92-1","N","EP200.8",0,"U","",,0.2,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,13,"DSH",0.2,0.1,0.062
"Kenai River-Baseline (ADFG)","Rm 19 Slikok Creek","1","07/31/2018 09:10","1184102001","PS","","07/31/2018 16:00","08/04/2018 21:25","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Zinc","F","7440-66-6","N","EP200.8",8.32,"=","",,5,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,32,"DSH",5,2.5,2.5
"Kenai River-Baseline (ADFG)","Rm 21 Soldotna Bridge","1","07/31/2018 09:38","1184102002","PS","","07/31/2018 16:00","08/01/2018 10:25","WFI2731","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0.24,"=","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"AYC",0.1,0.05,0.025
"Kenai River-Baseline (ADFG)","Rm 21 Soldotna Bridge","1","07/31/2018 09:38","1184102002","PS","","07/31/2018 16:00","08/04/2018 21:28","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Arsenic","F","7440-38-2","N","EP200.8",0,"U","",,5,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,3,"DSH",5,2.5,1.5
"Kenai River-Baseline (ADFG)","Rm 21 Soldotna Bridge","1","07/31/2018 09:38","1184102002","PS","","07/31/2018 16:00","08/04/2018 21:28","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Cadmium","F","7440-43-9","N","EP200.8",0,"U","",,0.5,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,7,"DSH",0.5,0.25,0.15
"Kenai River-Baseline (ADFG)","Rm 21 Soldotna Bridge","1","07/31/2018 09:38","1184102002","PS","","07/31/2018 16:00","08/04/2018 21:28","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Chromium","F","7440-47-3","N","EP200.8",0,"U","",,2,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,10,"DSH",2,1,0.78
"Kenai River-Baseline (ADFG)","Rm 21 Soldotna Bridge","1","07/31/2018 09:38","1184102002","PS","","07/31/2018 16:00","08/04/2018 21:28","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Copper","F","7440-50-8","N","EP200.8",0,"U","",,1,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,42,"DSH",1,0.5,0.31
"Kenai River-Baseline (ADFG)","Rm 21 Soldotna Bridge","1","07/31/2018 09:38","1184102002","PS","","07/31/2018 16:00","08/04/2018 21:28","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Lead","F","7439-92-1","N","EP200.8",0,"U","",,0.2,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,13,"DSH",0.2,0.1,0.062
"Kenai River-Baseline (ADFG)","Rm 21 Soldotna Bridge","1","07/31/2018 09:38","1184102002","PS","","07/31/2018 16:00","08/04/2018 21:28","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Zinc","F","7440-66-6","N","EP200.8",6.62,"=","",,5,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,32,"DSH",5,2.5,2.5
"Kenai River-Baseline (ADFG)","Rm 22 Soldotna Creek","1","07/31/2018 09:59","1184102003","PS","","07/31/2018 16:00","08/01/2018 10:27","WFI2731","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"AYC",0.1,0.05,0.025
"Kenai River-Baseline (ADFG)","Rm 22 Soldotna Creek","1","07/31/2018 09:59","1184102003","PS","","07/31/2018 16:00","08/04/2018 21:31","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Arsenic","F","7440-38-2","N","EP200.8",7.3,"=","",,5,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,3,"DSH",5,2.5,1.5
"Kenai River-Baseline (ADFG)","Rm 22 Soldotna Creek","1","07/31/2018 09:59","1184102003","PS","","07/31/2018 16:00","08/04/2018 21:31","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Cadmium","F","7440-43-9","N","EP200.8",0,"U","",,0.5,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,7,"DSH",0.5,0.25,0.15
"Kenai River-Baseline (ADFG)","Rm 22 Soldotna Creek","1","07/31/2018 09:59","1184102003","PS","","07/31/2018 16:00","08/04/2018 21:31","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Chromium","F","7440-47-3","N","EP200.8",0,"U","",,2,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,10,"DSH",2,1,0.78
"Kenai River-Baseline (ADFG)","Rm 22 Soldotna Creek","1","07/31/2018 09:59","1184102003","PS","","07/31/2018 16:00","08/04/2018 21:31","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Copper","F","7440-50-8","N","EP200.8",0,"U","",,1,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,42,"DSH",1,0.5,0.31
"Kenai River-Baseline (ADFG)","Rm 22 Soldotna Creek","1","07/31/2018 09:59","1184102003","PS","","07/31/2018 16:00","08/04/2018 21:31","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Lead","F","7439-92-1","N","EP200.8",0,"U","",,0.2,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,13,"DSH",0.2,0.1,0.062
"Kenai River-Baseline (ADFG)","Rm 22 Soldotna Creek","1","07/31/2018 09:59","1184102003","PS","","07/31/2018 16:00","08/04/2018 21:31","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Zinc","F","7440-66-6","N","EP200.8",0,"U","",,5,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,32,"DSH",5,2.5,2.5
"Kenai River-Baseline (ADFG)","Rm 23 Swiftwater Park","1","07/31/2018 10:25","1184102004","PS","","07/31/2018 16:00","08/01/2018 10:28","WFI2731","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0.182,"=","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"AYC",0.1,0.05,0.025
"Kenai River-Baseline (ADFG)","Rm 23 Swiftwater Park","1","07/31/2018 10:25","1184102004","PS","","07/31/2018 16:00","08/04/2018 21:34","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Arsenic","F","7440-38-2","N","EP200.8",0,"U","",,5,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,3,"DSH",5,2.5,1.5
"Kenai River-Baseline (ADFG)","Rm 23 Swiftwater Park","1","07/31/2018 10:25","1184102004","PS","","07/31/2018 16:00","08/04/2018 21:34","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Cadmium","F","7440-43-9","N","EP200.8",0,"U","",,0.5,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,7,"DSH",0.5,0.25,0.15
"Kenai River-Baseline (ADFG)","Rm 23 Swiftwater Park","1","07/31/2018 10:25","1184102004","PS","","07/31/2018 16:00","08/04/2018 21:34","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Chromium","F","7440-47-3","N","EP200.8",4.18,"=","",,2,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,10,"DSH",2,1,0.78
"Kenai River-Baseline (ADFG)","Rm 23 Swiftwater Park","1","07/31/2018 10:25","1184102004","PS","","07/31/2018 16:00","08/04/2018 21:34","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Copper","F","7440-50-8","N","EP200.8",0,"U","",,1,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,42,"DSH",1,0.5,0.31
"Kenai River-Baseline (ADFG)","Rm 23 Swiftwater Park","1","07/31/2018 10:25","1184102004","PS","","07/31/2018 16:00","08/04/2018 21:34","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Lead","F","7439-92-1","N","EP200.8",0,"U","",,0.2,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,13,"DSH",0.2,0.1,0.062
"Kenai River-Baseline (ADFG)","Rm 23 Swiftwater Park","1","07/31/2018 10:25","1184102004","PS","","07/31/2018 16:00","08/04/2018 21:34","MMS10267","MXX31800","E200.2","08/02/2018 08:00","Zinc","F","7440-66-6","N","EP200.8",5.49,"=","",,5,"ug/L",1,20,50,,,,,,,,,,,3,"","Diss. Metals ICP/MS (Provisional Cert)",17,32,"DSH",5,2.5,2.5
